"","pn","ay","out_cit"
"1","US2556161",1945,"US0023589"
"2","US2556161",1945,"US0506335"
"3","US2556161",1945,"US2332866"
"4","US2556161",1945,"US2405723"
"5","US2556161",1945,"US0884326"
"6","US2556161",1945,"US1827727"
"7","US2556161",1945,"US0610072"
"8","US2556161",1945,"US2326072"
"9","US2556161",1945,"US2402377"
"10","US2556161",1945,"GB227825A"
"11","US2627721",1947,"US1953483"
"12","US2627721",1947,"US2510645"
"13","US2627721",1947,"US1290607"
"14","US2627721",1947,"US1817470"
"15","US2627721",1947,"US2206070"
"16","US2627721",1947,"DE398488A"
"17","US2627721",1947,"US1959521"
"18","US2627721",1947,"US2517015"
"19","US2627721",1947,"US2000733"
"20","US2627721",1947,"US2443556"
"21","US2627721",1947,"US2417445"
"22","US2627721",1947,"US2125022"
"23","US2667033",1947,"US2164225"
"24","US2667033",1947,"US0972504"
"25","US2667033",1947,"US2556161"
"26","US2667033",1947,"US2529506"
"27","US2667033",1947,"US1542294"
"28","US2667033",1947,"GB588572A"
"29","US2667033",1947,"US2526122"
"30","US2667033",1947,"US2503006"
"31","US2667033",1947,"US2404335"
"32","US2833115",1955,"US2620626"
"33","US3049882",1960,"GB686382A"
"34","US3049882",1960,"GB713422A"
"35","US3049882",1960,"GB657789A"
"36","US3049882",1960,"US2720080"
"37","US3049882",1960,"US2676460"
"38","US3166904",1960,"US2704435"
"39","US3166904",1960,"US2663142"
"40","US3166904",1960,"US2860483"
"41","US3166904",1960,"US2872780"
"42","US3166904",1960,"US2705396"
"43","US3166904",1960,"US2748564"
"44","US3364678",1966,"US2860483"
"45","US3364678",1966,"US3154516"
"46","US3433015",1965,"US3316714"
"47","US3433015",1965,"US2884759"
"48","US3433015",1965,"US2625011"
"49","US3581492",1969,"US2993337"
"50","US3581492",1969,"US2841958"
"51","US3581492",1969,"US3338051"
"52","US3714778",1970,"US2771744"
"53","US3714778",1970,"US2920449"
"54","US3714778",1970,"US3134229"
"55","US3714778",1970,"US2965303"
"56","US3724207",1971,"US3535875"
"57","US3724207",1971,"US3483699"
"58","US3748853",1971,"US2934894"
"59","US3748853",1971,"US2999359"
"60","US3748853",1971,"US3267676"
"61","US3751910",1972,"US3408812"
"62","US3751910",1972,"US3589128"
"63","US3751910",1972,"US3485043"
"64","US3751910",1972,"US3064425"
"65","US3751910",1972,"US3307354"
"66","US3751910",1972,"US3420058"
"67","US3877221",1973,"US3403510"
"68","US3877221",1973,"US3589127"
"69","US3877221",1973,"US3631675"
"70","US3899884",1970,"US3285007"
"71","US3899884",1970,"US2398654"
"72","US3899884",1970,"US1322999"
"73","US3899884",1970,"US1290607"
"74","US3899884",1970,"US3589127"
"75","US3899884",1970,"US3570242"
"76","US3899884",1970,"US3430443"
"77","US4081957",1976,"US2920449"
"78","US4081957",1976,"US3584791"
"79","US4081957",1976,"GB615680A"
"80","US4081957",1976,"US3238718"
"81","US4081957",1976,"GB619232A"
"82","US4081957",1976,"FR1007743A"
"83","US4081957",1976,"US2567079"
"84","US4081957",1976,"US3283502"
"85","US4098075",1976,"US3934409"
"86","US4098075",1976,"US2177225"
"87","US4098075",1976,"US3613360"
"88","US4098075",1976,"US2395103"
"89","US4098075",1976,"US3973395"
"90","US4098075",1976,"US3968644"
"91","US4098075",1976,"CH466474A"
"92","US4098075",1976,"US3981675"
"93","US4177637",1977,"US3394543"
"94","US4177637",1977,"US3372542"
"95","US4177637",1977,"US3026675"
"96","US4177637",1977,"US3667221"
"97","US4177637",1977,"US3834159"
"98","US4177637",1977,"US3398529"
"99","US4177637",1977,"US3738106"
"100","US4314443",1978,"US2556161"
"101","US4314443",1978,"GB627644A"
"102","US4314443",1978,"US3019606"
"103","US4314443",1978,"US4098074"
"104","US4314443",1978,"US4168609"
"105","US4315405",1979,"US2916878"
"106","US4315405",1979,"US2882681"
"107","US4315405",1979,"US3726087"
"108","US4356693",1980,"GB1096624A"
"109","US4356693",1980,"US2711072"
"110","US4356693",1980,"US3589127"
"111","US4373327",1980,"US4194359"
"112","US4373327",1980,"US3750397"
"113","US4373327",1980,"GB950935A"
"114","US4373327",1980,"US2556161"
"115","US4373327",1980,"FR1381149A"
"116","US4380895",1981,"US3631675"
"117","US4380895",1981,"US3910035"
"118","US4380895",1981,"US4062182"
"119","US4380895",1981,"US3577878"
"120","US4419863",1981,"US2617255"
"121","US4419863",1981,"US4194358"
"122","US4419863",1981,"US2664702"
"123","US4419863",1981,"US3853273"
"124","US4503668",1983,"US4416111"
"125","US4503668",1983,"US4098074"
"126","US4503668",1983,"US4098075"
"127","US4503668",1983,"US2870632"
"128","US4503668",1983,"US3463498"
"129","US4503668",1983,"US4177637"
"130","US4503668",1983,"US3493169"
"131","US4503668",1983,"US2640319"
"132","US4503668",1983,"DE2036459A1"
"133","US4503668",1983,"US4180972"
"134","US4503668",1983,"US3879940"
"135","US4796429",1976,"US3777489"
"136","US4796429",1976,"US3853273"
"137","US4796429",1976,"US2807316"
"138","US4796429",1976,"US3736746"
"139","US4796429",1976,"US2988886"
"140","US4796429",1976,"US3811278"
"141","US4796429",1976,"US2556161"
"142","US4870826",1988,"US3877221"
"143","US4870826",1988,"US3905191"
"144","US4870826",1988,"US3394543"
"145","US4870826",1988,"US4796429"
"146","US4870826",1988,"US3777489"
"147","US4918926",1982,"US3978664"
"148","US4918926",1982,"US2823519"
"149","US4918926",1982,"US4100732"
"150","US4918926",1982,"US2682363"
"151","US4918926",1982,"AU205220B"
"152","US4918926",1982,"US2711072"
"153","US4979361",1989,"US4497445"
"154","US4979361",1989,"US4796429"
"155","US4979361",1989,"US3631674"
"156","US4979361",1989,"US4272955"
"157","US5077967",1990,"US4573868"
"158","US5077967",1990,"US4677828"
"159","US5077967",1990,"US3877221"
"160","US5077967",1990,"US4098074"
"161","US5077967",1990,"US3978664"
"162","US5077967",1990,"US3631674"
"163","US5077967",1990,"US3750397"
"164","US5077967",1990,"US3879939"
"165","US5077967",1990,"US4380895"
"166","US5077967",1990,"US4194359"
"167","US5077967",1990,"US4527386"
"168","US5077967",1990,"US4549847"
"169","US5077967",1990,"US2556161"
"170","US5134855",1990,"US3756020"
"171","US5134855",1990,"US4297842"
"172","US5134855",1990,"GB940195A"
"173","US5134855",1990,"US3877221"
"174","US5134855",1990,"US4168609"
"175","US5134855",1990,"US4919170"
"176","US5134855",1990,"US4704869"
"177","US5134855",1990,"US4194359"
"178","US5134855",1990,"US2541170"
"179","US5134855",1990,"US2833115"
"180","US5134855",1990,"US4232710"
"181","US5134855",1990,"DE866878A"
"182","US5279126",1992,"US5187931"
"183","US5279126",1992,"US3088279"
"184","US5279126",1992,"US3581492"
"185","US5279126",1992,"US3877221"
"186","US5279126",1992,"US3631674"
"187","US5279126",1992,"US4527221"
"188","US5279126",1992,"US5094069"
"189","US5279126",1992,"US4704869"
"190","US5279126",1992,"GB2120325A"
"191","US5279126",1992,"US2833115"
"192","US5335501",1992,"US5077967"
"193","US5335501",1992,"US2833115"
"194","US5335501",1992,"US2556161"
"195","US5335501",1992,"US5099644"
"196","US5335501",1992,"US3788065"
"197","US5335501",1992,"US3910035"
"198","US5335501",1992,"US5134855"
"199","US5335501",1992,"US4918926"
"200","US5339622",1993,"US5123240"
"201","US5339622",1993,"US5044153"
"202","US5339622",1993,"US4255174"
"203","US5339622",1993,"US4389227"
"204","US5339622",1993,"US3877221"
"205","US5339622",1993,"US3879939"
"206","US5339622",1993,"US3436910"
"207","US5339622",1993,"GB640104A"
"208","US5339622",1993,"BE706904A"
"209","US5339622",1993,"US4458479"
"210","US5339622",1993,"DE8800235U1"
"211","US5490388",1994,"US5193995"
"212","US5490388",1994,"US5094069"
"213","US5490388",1994,"US3899884"
"214","US5490388",1994,"US3631675"
"215","US5490388",1994,"US4112676"
"216","US5592820",1994,"US4527386"
"217","US5592820",1994,"EP0523935A1"
"218","US5592820",1994,"CH338058A"
"219","US5592820",1994,"AU205220B"
"220","US5592820",1994,"FR74688E"
"221","US5592820",1994,"US5077967"
"222","US5592820",1994,"EP0120173A1"
"223","US5592821",1995,"US3631674"
"224","US5592821",1995,"US3652184"
"225","US5592821",1995,"US3910035"
"226","US5592821",1995,"US3704075"
"227","US5592821",1995,"US2308685"
"228","US5592821",1995,"US5311743"
"229","US5592821",1995,"US3299632"
"230","US5592821",1995,"GB2004329A"
"231","US5592821",1995,"US2720080"
"232","US5592821",1995,"DE246233A"
"233","US5592821",1995,"US3750397"
"234","US5592821",1995,"US2704089"
"235","US5592821",1995,"EP0485175A1"
"236","US5592821",1995,"GB1211534A"
"237","US5592821",1995,"US4194359"
"238","US5592821",1995,"US5077967"
"239","US5592821",1995,"US4416111"
"240","US5592821",1995,"DE1925172A1"
"241","US5619855",1995,"US3675419"
"242","US5619855",1995,"US5335501"
"243","US5619855",1995,"US5323604"
"244","US5619855",1995,"US3299632"
"245","US5619855",1995,"US5479772"
"246","US5619855",1995,"US3034297"
"247","US5619855",1995,"US5351475"
"248","US5619855",1995,"US5197278"
"249","US5737915",1996,"US3552877"
"250","US5737915",1996,"EP0651207A1"
"251","US5737915",1996,"US4291531"
"252","US5737915",1996,"DE2836539A1"
"253","US5737915",1996,"US5077967"
"254","US5737915",1996,"US5335501"
"255","US5737915",1996,"US3877221"
"256","US5737915",1996,"US5209066"
"257","US5737915",1996,"US2991927"
"258","US5839283",1996,"US3299632"
"259","US5839283",1996,"US4991398"
"260","US5839283",1996,"US5588826"
"261","US5839283",1996,"US5592820"
"262","US5839283",1996,"US5557918"
"263","US5839283",1996,"US5619855"
"264","US5839283",1996,"US5400587"
"265","US5839283",1996,"US2627721"
"266","US5839283",1996,"US5573395"
"267","US5839283",1996,"US5207064"
"268","US5839283",1996,"US4455840"
"269","US6253555",1999,"GB2214630A"
"270","US6253555",1999,"US5319935"
"271","US6253555",1999,"US5319936"
"272","US6253555",1999,"US5323614"
"273","US6253555",1999,"EP0148599A2"
"274","US6253555",1999,"US5713206"
"275","US6253555",1999,"US5628192"
"276","US6253555",1999,"US5450725"
"277","US6295801",1998,"US5657632"
"278","US6295801",1998,"US3299632"
"279","US6295801",1998,"US3675419"
"280","US6295801",1998,"US5619855"
"281","US6295801",1998,"US5791148"
"282","US6295801",1998,"US5335490"
"283","US6295801",1998,"US5813232"
"284","US6295801",1998,"US4455840"
"285","US6295801",1998,"US3973390"
"286","US6295801",1998,"US3620012"
"287","US6295801",1998,"US5207064"
"288","US6295801",1998,"US5802854"
"289","US6295801",1998,"US5885068"
"290","US6295801",1998,"US4455839"
"291","US6295801",1998,"US3034297"
"292","US6295801",1998,"US6047550"
"293","US6295801",1998,"US4563875"
"294","US6334297",2000,"US4120150"
"295","US6334297",2000,"US5632141"
"296","US6334297",2000,"US5791148"
"297","US6334297",2000,"US5555721"
"298","US6334297",2000,"US4446692"
"299","US6334297",2000,"US4852355"
"300","US6334297",2000,"GB2160929A"
"301","US6334297",2000,"US3826084"
