"","pn","ay","out_cit"
"1","US2458066",1944,"US2066788"
"2","US2458066",1944,"US2268464"
"3","US2458066",1944,"US2110209"
"4","US2458066",1944,"US1378248"
"5","US2458066",1944,"US2195025"
"6","US2458066",1944,"US1827246"
"7","US2458066",1944,"US2249489"
"8","US2458066",1944,"US2000733"
"9","US4021188",1975,"US0669988"
"10","US4021188",1975,"US3799732"
"11","US4021188",1975,"US3730668"
"12","US4021188",1975,"US3837788"
"13","US4113425",1976,"US3228451"
"14","US4113425",1976,"US2918118"
"15","US4113425",1976,"US3352345"
"16","US4113425",1976,"US3368604"
"17","US4113425",1976,"US0703768"
"18","US4113425",1976,"US3982392"
"19","US4113425",1976,"US3851466"
"20","US4113425",1976,"US2206553"
"21","US4113425",1976,"US3951584"
"22","US4113425",1976,"US3946553"
"23","US4113425",1976,"US3804578"
"24","US4255122",1978,"US2930191"
"25","US4255122",1978,"US3360929"
"26","US4255122",1978,"US2628475"
"27","US4255122",1978,"US2810260"
"28","US4255122",1978,"US2621477"
"29","US4255122",1978,"US3531937"
"30","US4255122",1978,"US3564847"
"31","US4255122",1978,"US3757522"
"32","US4255122",1978,"US2706889"
"33","US4255122",1978,"US2807316"
"34","US4255122",1978,"US3174526"
"35","US4365951",1980,"US2155880"
"36","US4365951",1980,"US3564847"
"37","US4365951",1980,"US4255122"
"38","US4365951",1980,"US2930191"
"39","US4365951",1980,"US3667221"
"40","US4365951",1980,"US4271675"
"41","US4365951",1980,"US4050238"
"42","US4653278",1985,"US4073134"
"43","US4653278",1985,"US4070826"
"44","US4653278",1985,"US2974488"
"45","US4653278",1985,"US3851462"
"46","US4653278",1985,"GB650608A"
"47","US4653278",1985,"US4362021"
"48","US4653278",1985,"US3452933"
"49","US4653278",1985,"US4180974"
"50","US4653278",1985,"US3739576"
"51","US4653278",1985,"US3773075"
"52","US4653278",1985,"US2625788"
"53","US4653278",1985,"US2618928"
"54","US4653278",1985,"US4229944"
"55","US4653278",1985,"US4152108"
"56","US4653278",1985,"US3735930"
"57","US4653278",1985,"US4584834"
"58","US4653278",1985,"US4198815"
"59","US4653278",1985,"US2850875"
"60","US4653278",1985,"US3853273"
"61","US4662179",1986,"US3912164"
