"","pn","ay","out_cit"
"1","US10337404",2010,"US6390769"
"2","US10337404",2010,"US7121796"
"3","US10337404",2010,"US6609880"
"4","US10337404",2010,"US4733538"
"5","US10337404",2010,"US8205458"
"6","US10337404",2010,"US6572330"
"7","US10337404",2010,"US7836703"
"8","US10337404",2010,"US6929446"
"9","US10337404",2010,"US6142734"
"10","US10337404",2010,"CN1497217A"
"11","US10337404",2010,"EP1213444A2"
"12","US10337404",2010,"US7121787"
"13","US10337404",2010,"WO2009083456A2"
"14","US10337404",2010,"US20050254944A1"
"15","US10337404",2010,"JP1998331659A"
"16","US10337404",2010,"EP1927725A2"
"17","US10337404",2010,"US6840048"
"18","US10337404",2010,"US7387488"
"19","US10337404",2010,"US6065928"
"20","US10337404",2010,"US6929445"
"21","US10337404",2010,"US20110217159A1"
"22","US10337404",2010,"US7140835"
"23","US10337404",2010,"JP1999117705A"
"24","US10337404",2010,"US6887033"
"25","US10337404",2010,"US7377742"
"26","US10337404",2010,"US20080131260A1"
"27","US10337404",2010,"JP2003184506A"
"28","US10337404",2010,"US6554562"
"29","US10337404",2010,"US7303372"
"30","US10337404",2010,"US5813832"
"31","US10337404",2010,"JP2003322003A"
"32","US10337404",2010,"US20100129196A1"
"33","US10337404",2010,"US7341427"
"34","US10337404",2010,"US6382906"
"35","US10337404",2010,"US7008178"
"36","US10337404",2010,"US20030113201A1"
"37","US10337404",2010,"US7147432"
"38","US10337404",2010,"US7101150"
"39","US10337404",2010,"US7588412"
"40","US10337404",2010,"US20100232944A1"
"41","US10337404",2010,"US7029228"
"42","US10337404",2010,"US7604453"
"43","US10337404",2010,"US20080317585A1"
"44","US10337404",2010,"CN101328814A"
"45","US10337404",2010,"US6071363"
"46","US10337404",2010,"US7625170"
"47","US10337404",2010,"JP1987121835A"
"48","US10337404",2010,"US7296967"
"49","US10337404",2010,"JP2008139011A"
"50","US10337404",2010,"US6079943"
"51","US10337404",2010,"US7503749"
"52","US10337404",2010,"US6250061"
"53","US2427244",1944,"GB354888A"
"54","US2427244",1944,"US2225769"
"55","US2445661",1944,"US1331766"
"56","US2445661",1944,"US2326072"
"57","US2445661",1944,"US2282894"
"58","US2445661",1944,"US2080425"
"59","US2445661",1944,"US1346509"
"60","US2584899",1946,"US1873743"
"61","US2584899",1946,"FR583702A"
"62","US2584899",1946,"US2241782"
"63","US2584899",1946,"US2472062"
"64","US2584899",1946,"GB542197A"
"65","US2584899",1946,"FR29236E"
"66","US2584899",1946,"US1325135"
"67","US2584899",1946,"US2445661"
"68","US2584899",1946,"GB243974A"
"69","US2584899",1946,"US1960810"
"70","US2584899",1946,"US1680737"
"71","US2606741",1949,"US1378464"
"72","US2606741",1949,"US2488875"
"73","US2606741",1949,"US2427244"
"74","US2606741",1949,"US2432315"
"75","US2606741",1949,"DE696062A"
"76","US2606741",1949,"US2527445"
"77","US2606741",1949,"DE687108A"
"78","US2606741",1949,"US2564503"
"79","US2622843",1947,"US2412365"
"80","US2622843",1947,"US2429936"
"81","US2622843",1947,"US2415104"
"82","US2622843",1947,"US2459935"
"83","US2622843",1947,"US2445661"
"84","US2622843",1947,"CH111008A"
"85","US2625367",1950,"US2417486"
"86","US2625367",1950,"US2427244"
"87","US2625367",1950,"US2402418"
"88","US2625793",1949,"DE696062A"
"89","US2625793",1949,"US2445661"
"90","US2625793",1949,"US2432359"
"91","US2625793",1949,"US2489683"
"92","US2625793",1949,"DE687108A"
"93","US2625793",1949,"US2488783"
"94","US2625793",1949,"US2479777"
"95","US2738949",1951,"GB359350A"
"96","US2738949",1951,"DE383506A"
"97","US2738949",1951,"US2319846"
"98","US2738949",1951,"GB617472A"
"99","US2738949",1951,"US2606741"
"100","US2738949",1951,"US2625367"
"101","US2738949",1951,"US2488875"
"102","US2738949",1951,"US2488867"
"103","US2793832",1952,"US2640319"
"104","US2793832",1952,"US2445661"
"105","US2793832",1952,"US2506581"
"106","US2793832",1952,"US2599470"
"107","US2793832",1952,"US2625013"
"108","US2793832",1952,"US2584899"
"109","US2793832",1952,"US2563269"
"110","US2793832",1952,"US2567249"
"111","US2793832",1952,"US2625367"
"112","US2793832",1952,"US2625793"
"113","US2807433",1953,"US2622843"
"114","US2833514",1954,"GB619107A"
"115","US2833514",1954,"CA491905A"
"116","US2833514",1954,"GB602530A"
"117","US2833514",1954,"CA491904A"
"118","US2833514",1954,"FR1021265A"
"119","US2836393",1956,"US2741455"
