"","pn","ay","out_cit"
"1","US2427244",1944,"GB354888A"
"2","US2427244",1944,"US2225769"
"3","US2434134",1942,"GB375643A"
"4","US2434134",1942,"US1868143"
"5","US2434134",1942,"US1319752"
"6","US2434134",1942,"DE346599A"
"7","US2434134",1942,"US2364189"
"8","US2434134",1942,"US2180168"
"9","US2434134",1942,"US1959703"
"10","US2434134",1942,"DE593093A"
"11","US2440069",1944,"US0986317"
"12","US2440069",1944,"DE491738A"
"13","US2440069",1944,"GB504214A"
"14","US2440069",1944,"GB182893A"
"15","US2440069",1944,"US1263473"
"16","US2440069",1944,"US0881474"
"17","US2440069",1944,"US1819864"
"18","US2440069",1944,"US1061648"
"19","US2440069",1944,"US1640784"
"20","US2461239",1944,"US1887717"
"21","US2461239",1944,"US1864742"
"22","US2461239",1944,"US2341664"
"23","US2461239",1944,"GB506479A"
"24","US2461239",1944,"US1657192"
"25","US2461239",1944,"US1653217"
"26","US2461239",1944,"US2241782"
"27","US2462600",1943,"US2213940"
"28","US2462600",1943,"US2073605"
"29","US2462600",1943,"US2058479"
"30","US2487514",1943,"GB340421A"
"31","US2487514",1943,"US2243467"
"32","US2487514",1943,"US1595278"
"33","US2487514",1943,"GB290014A"
"34","US2487514",1943,"DE406701A"
"35","US2487514",1943,"DE491738A"
"36","US2487514",1943,"US2333053"
"37","US2487514",1943,"US2213940"
"38","US2487514",1943,"US2353929"
"39","US2487514",1943,"US2245954"
"40","US2489683",1943,"US2236426"
"41","US2489683",1943,"US2244467"
"42","US2489683",1943,"US2297446"
"43","US2489683",1943,"CH215484A"
"44","US2489683",1943,"US1708402"
"45","US2489683",1943,"US1938688"
"46","US2489683",1943,"US2326072"
"47","US2489683",1943,"US1960810"
"48","US2489683",1943,"FR781057A"
"49","US2489683",1943,"US2220420"
"50","US2489683",1943,"DE346599A"
"51","US2489683",1943,"US2243467"
"52","US2489683",1943,"US2149510"
"53","US2489683",1943,"US1828782"
"54","US2489683",1943,"CH218976A"
"55","US2552239",1947,"CH195736A"
"56","US2552239",1947,"US2489683"
"57","US2552239",1947,"US2213940"
"58","US2552239",1947,"US2487514"
"59","US2552239",1947,"US2243467"
"60","US2552239",1947,"GB196931A"
"61","US2552239",1947,"US1421087"
"62","US2553078",1947,"US1966104"
"63","US2553078",1947,"US2463340"
"64","US2563269",1945,"US1966104"
