"","pn","ay","out_cit"
"1","US10337404",2010,"US6071363"
"2","US10337404",2010,"US6390769"
"3","US10337404",2010,"US7625170"
"4","US10337404",2010,"US6382906"
"5","US10337404",2010,"US7147432"
"6","US10337404",2010,"US4733538"
"7","US10337404",2010,"JP1999117705A"
"8","US10337404",2010,"US7296967"
"9","US10337404",2010,"US6554562"
"10","US10337404",2010,"US7387488"
"11","US10337404",2010,"US8205458"
"12","US10337404",2010,"US6142734"
"13","US10337404",2010,"US6572330"
"14","US10337404",2010,"US7377742"
"15","US10337404",2010,"US6079943"
"16","US10337404",2010,"US7029228"
"17","US10337404",2010,"JP1987121835A"
"18","US10337404",2010,"US20080131260A1"
"19","US10337404",2010,"US7588412"
"20","US10337404",2010,"US6929446"
"21","US10337404",2010,"US7604453"
"22","US10337404",2010,"US6065928"
"23","US10337404",2010,"US20050254944A1"
"24","US10337404",2010,"US6250061"
"25","US10337404",2010,"JP2003184506A"
"26","US10337404",2010,"US7303372"
"27","US10337404",2010,"US7101150"
"28","US10337404",2010,"US7140835"
"29","US10337404",2010,"CN1497217A"
"30","US10337404",2010,"US7341427"
"31","US10337404",2010,"JP2008139011A"
"32","US10337404",2010,"US6887033"
"33","US10337404",2010,"EP1213444A2"
"34","US10337404",2010,"US7121796"
"35","US10337404",2010,"US20100129196A1"
"36","US10337404",2010,"US20110217159A1"
"37","US10337404",2010,"JP2003322003A"
"38","US10337404",2010,"US20100232944A1"
"39","US10337404",2010,"US5813832"
"40","US10337404",2010,"US6929445"
"41","US10337404",2010,"US7836703"
"42","US10337404",2010,"JP1998331659A"
"43","US10337404",2010,"US7121787"
"44","US10337404",2010,"US6609880"
"45","US10337404",2010,"US6840048"
"46","US10337404",2010,"US20030113201A1"
"47","US10337404",2010,"US7008178"
"48","US10337404",2010,"EP1927725A2"
"49","US10337404",2010,"WO2009083456A2"
"50","US10337404",2010,"US20080317585A1"
"51","US10337404",2010,"US7503749"
"52","US10337404",2010,"CN101328814A"
"53","US2427244",1944,"GB354888A"
"54","US2427244",1944,"US2225769"
"55","US2445661",1944,"US1331766"
"56","US2445661",1944,"US2326072"
"57","US2445661",1944,"US2080425"
"58","US2445661",1944,"US1346509"
"59","US2445661",1944,"US2282894"
"60","US2584899",1946,"FR29236E"
"61","US2584899",1946,"US2445661"
"62","US2584899",1946,"US1325135"
"63","US2584899",1946,"US1680737"
"64","US2584899",1946,"US2472062"
"65","US2584899",1946,"US1873743"
"66","US2584899",1946,"FR583702A"
"67","US2584899",1946,"US1960810"
"68","US2584899",1946,"GB542197A"
"69","US2584899",1946,"GB243974A"
"70","US2584899",1946,"US2241782"
"71","US2606741",1949,"US2564503"
"72","US2606741",1949,"DE696062A"
"73","US2606741",1949,"US2488875"
"74","US2606741",1949,"DE687108A"
"75","US2606741",1949,"US1378464"
"76","US2606741",1949,"US2432315"
"77","US2606741",1949,"US2527445"
"78","US2606741",1949,"US2427244"
"79","US2622843",1947,"CH111008A"
"80","US2622843",1947,"US2459935"
"81","US2622843",1947,"US2429936"
"82","US2622843",1947,"US2415104"
"83","US2622843",1947,"US2412365"
"84","US2622843",1947,"US2445661"
"85","US2625367",1950,"US2402418"
"86","US2625367",1950,"US2417486"
"87","US2625367",1950,"US2427244"
"88","US2625793",1949,"US2489683"
"89","US2625793",1949,"US2488783"
"90","US2625793",1949,"DE687108A"
"91","US2625793",1949,"US2432359"
"92","US2625793",1949,"DE696062A"
"93","US2625793",1949,"US2479777"
"94","US2625793",1949,"US2445661"
"95","US2738949",1951,"GB617472A"
"96","US2738949",1951,"US2319846"
"97","US2738949",1951,"US2488875"
"98","US2738949",1951,"US2625367"
"99","US2738949",1951,"US2488867"
"100","US2738949",1951,"DE383506A"
"101","US2738949",1951,"US2606741"
"102","US2738949",1951,"GB359350A"
"103","US2793832",1952,"US2563269"
"104","US2793832",1952,"US2445661"
"105","US2793832",1952,"US2625013"
"106","US2793832",1952,"US2640319"
"107","US2793832",1952,"US2599470"
"108","US2793832",1952,"US2567249"
"109","US2793832",1952,"US2625367"
"110","US2793832",1952,"US2625793"
"111","US2793832",1952,"US2584899"
"112","US2793832",1952,"US2506581"
"113","US2807433",1953,"US2622843"
"114","US2833514",1954,"GB619107A"
"115","US2833514",1954,"GB602530A"
"116","US2833514",1954,"CA491905A"
"117","US2833514",1954,"FR1021265A"
"118","US2833514",1954,"CA491904A"
"119","US2836393",1956,"US2738949"
"120","US2836393",1956,"US2741455"
"121","US2836393",1956,"US2640319"
"122","US2847185",1954,"US2647368"
"123","US2847185",1954,"FR897709A"
"124","US2847185",1954,"US2648520"
"125","US2847185",1954,"US2568726"
"126","US2847185",1954,"GB602530A"
"127","US2847185",1954,"FR1007303A"
"128","US2847185",1954,"US2514105"
"129","US2847185",1954,"US2779565"
"130","US2847185",1954,"US2447095"
"131","US2847185",1954,"GB666536A"
"132","US2847185",1954,"US2556736"
"133","US2847185",1954,"CA491903A"
"134","US2847185",1954,"US2533078"
"135","US2849209",1950,"US2559131"
"136","US2849209",1950,"US2279258"
"137","US2849209",1950,"US2625793"
"138","US2849209",1950,"US2585871"
"139","US2849209",1950,"GB602530A"
"140","US2849209",1950,"US2417486"
"141","US2849209",1950,"US1266973"
"142","US2849209",1950,"FR341486A"
"143","US2849209",1950,"SE107788C1"
"144","US2849209",1950,"US2488875"
"145","US2859934",1954,"US2625367"
"146","US2859934",1954,"US2685429"
"147","US2859934",1954,"US2625793"
"148","US2859934",1954,"US2625013"
"149","US2859934",1954,"GB676314A"
"150","US2859934",1954,"US2651492"
"151","US2859934",1954,"US2584899"
"152","US2996279",1956,"US1998951"
"153","US2996279",1956,"US2392281"
"154","US2996279",1956,"US1910943"
"155","US2996279",1956,"US2579583"
"156","US2996279",1956,"GB548649A"
"157","US2996279",1956,"US2738949"
"158","US2996279",1956,"CH224737A"
"159","US2996279",1956,"US2799473"
"160","US2996279",1956,"US2772069"
"161","US2996279",1956,"US2720356"
"162","US2996279",1956,"US2772856"
"163","US2996279",1956,"US2606742"
"164","US2996279",1956,"US2671634"
"165","US2996279",1956,"GB622767A"
"166","US3075744",1960,"US2851246"
"167","US3075744",1960,"US2972441"
