"","pn","ay","out_cit"
"1","US2709893",1949,"US1959703"
"2","US2709893",1949,"US1926225"
"3","US2709893",1949,"US2407531"
"4","US2709893",1949,"US2256198"
"5","US2709893",1949,"US2479777"
"6","US2709893",1949,"US2473356"
"7","US2709893",1949,"US2489683"
"8","US2709893",1949,"US2613501"
"9","US3823554",1973,"US2743575"
"10","US3823554",1973,"US2795105"
"11","US3823554",1973,"US3188804"
"12","US3823554",1973,"US2925072"
"13","US3823554",1973,"US2888803"
"14","US3823554",1973,"US3517510"
"15","US6438959",2000,"US3751911"
"16","US6438959",2000,"US5274991"
"17","US6438959",2000,"US4982570"
"18","US6438959",2000,"US4292801"
"19","US6438959",2000,"US5388412"
"20","US6438959",2000,"US6134877"
"21","US6438959",2000,"US5557918"
