"","pn","ay","out_cit"
"2997","US8979491",2011,"US5860275"
"2998","US8979491",2011,"US4266741"
"2999","US8979491",2011,"US5174525"
"3000","US8979491",2011,"US7828521"
"3001","US8979491",2011,"US4013246"
"3002","US8979491",2011,"US3051414"
"3003","US8979491",2011,"US20120117940A1"
"3004","US8979491",2011,"US20080072572A1"
"3005","US8979491",2011,"US20110139925A1"
"3006","US8979491",2011,"GB2021696A"
"3007","US8979491",2011,"US6708482"
"3008","US8979491",2011,"US6203273"
"3009","US8979491",2011,"US5190245"
"3010","US8979491",2011,"US6708925"
"3011","US8979491",2011,"GB870268A"
"3012","US8979491",2011,"EP1340902A2"
"3013","US8979491",2011,"US5746391"
"3014","US8979491",2011,"US4603822"
"3015","US8979491",2011,"EP1247944A2"
"3016","US8979491",2011,"US4150802"
"3017","US8979491",2011,"US3397855"
"3018","US8979491",2011,"US20080014084A1"
"3019","US8979491",2011,"US4603821"
"3020","US8979491",2011,"US6935591"
"3021","US8979491",2011,"US3352114"
"3022","US8979491",2011,"US5860623"
"3023","US8979491",2011,"US6328293"
"3024","US8979491",2011,"US6843449"
"3025","US8979491",2011,"US6547518"
"3026","US8979491",2011,"GB1222902A"
"3027","US8979491",2011,"US5452575"
"3028","US8979491",2011,"US5277382"
"3029","US8979491",2011,"US5088279"
"3030","US8979491",2011,"US7797922"
"3031","US8979491",2011,"US20080073460A1"
"3032","US8979491",2011,"US5524847"
"3033","US8979491",2011,"US7296414"
"3034","US8979491",2011,"US5873547"
"3035","US8979491",2011,"US6976655"
"3036","US8979491",2011,"US5428952"
"3037","US8979491",2011,"US7845158"
"3038","US8979491",2011,"US2936978"
"3039","US8979491",2011,"US4766723"
"3040","US8979491",2011,"US5222360"
"3041","US8979491",2011,"US5443229"
"3042","US8997494",2012,"CN201016345Y"
"3043","US8997494",2012,"US20110056183A1"
"3044","US8997494",2012,"US20080273984A1"
"3045","US8997494",2012,"US20120057981A1"
"3046","US8997494",2012,"US5201801"
"3047","US8997494",2012,"US20130111907A1"
"3048","US8997494",2012,"US6004101"
"3049","US8997494",2012,"US20130340406A1"
"3050","US8997494",2012,"US7581930"
"3051","US9003768",2011,"US2548975"
"3052","US9003768",2011,"US3132842"
"3053","US9003768",2011,"WO2006059987A1"
"3054","US9003768",2011,"US4916894"
"3055","US9003768",2011,"WO2006000006A2"
"3056","US9003768",2011,"US5012640"
"3057","US9003768",2011,"US5014508"
"3058","US9003768",2011,"US5010729"
"3059","US9003768",2011,"US4695220"
"3060","US9003768",2011,"DE19519322A1"
"3061","US9003768",2011,"US4563875"
"3062","US9003768",2011,"US4561257"
"3063","US9003768",2011,"US5237817"
"3064","US9003768",2011,"GB2016597A"
"3065","US9003768",2011,"WO2006059986A1"
"3066","US9003768",2011,"US3009630"
"3067","US9003768",2011,"US3363419"
"3068","US9003768",2011,"GB1338499A"
"3069","US9003768",2011,"US20030131602A1"
"3070","US9003768",2011,"DE1301634A"
"3071","US9003768",2011,"GB2229230A"
"3072","US9003768",2011,"US4631092"
"3073","US9003768",2011,"GB1046272A"
"3074","US9003768",2011,"WO2006000001A1"
"3075","US9003768",2011,"WO2006059974A1"
"3076","US9003768",2011,"WO2006000005A2"
"3077","US9003768",2011,"US3302397"
"3078","US9003768",2011,"GB716263A"
"3079","US9003768",2011,"DE2451059A1"
"3080","US9003768",2011,"US3720060"
"3081","US9003768",2011,"DE3942042A1"
"3082","US9003768",2011,"US4965994"
"3083","US9003768",2011,"US2620554"
"3084","US9003768",2011,"WO2006059988A1"
"3085","US9003768",2011,"WO2006059975A1"
"3086","US9003768",2011,"US5315821"
"3087","US9003768",2011,"US4463553"
"3088","US9003768",2011,"US3042349"
"3089","US9003768",2011,"US4887424"
"3090","US9003768",2011,"US2611241"
"3091","US9003768",2011,"WO2006000004A2"
"3092","US9003768",2011,"GB766728A"
"3093","US9003768",2011,"US2221685"
"3094","US9003768",2011,"GB2410530A"
"3095","US9003768",2011,"WO2006059973A1"
"3096","US9003768",2011,"US4452038"
"3097","US9003768",2011,"WO2006000011A2"
"3098","US9003768",2011,"DE19644543A1"
"3099","US9003768",2011,"US3037742"
"3100","US9003768",2011,"WO2006059976A1"
"3101","US9003768",2011,"US6382915"
"3102","US9003768",2011,"US4751816"
"3103","US9003768",2011,"GB2401655A"
"3104","US9003768",2011,"GB958842A"
"3105","US9003768",2011,"US20040189108A1"
"3106","US9003768",2011,"WO2004092567A2"
"3107","US9003768",2011,"US20030031556A1"
"3108","US9003768",2011,"US6851264"
"3109","US9003768",2011,"WO2006000010A1"
"3110","US9003768",2011,"US3496725"
"3111","US9003768",2011,"US3204401"
"3112","US9003768",2011,"US4298090"
"3113","US9003768",2011,"US5107676"
"3114","US9003768",2011,"US20040219024A1"
"3115","US9003768",2011,"US5224339"
"3116","US9003768",2011,"US3286461"
"3117","US9003768",2011,"WO2006000002A1"
"3118","US9003768",2011,"US5232333"
"3119","US9003768",2011,"US4999994"
"3120","US9003768",2011,"US3352178"
"3121","US9003768",2011,"WO2006000009A2"
"3122","US9003768",2011,"DE1173292A"
"3123","US9003768",2011,"US3729957"
"3124","US9003768",2011,"US2801789"
"3125","US9003768",2011,"WO2006000012A1"
"3126","US9003768",2011,"US3404831"
"3127","US9003768",2011,"US3216455"
"3128","US9003768",2011,"US3616616"
"3129","US9003768",2011,"US3684857"
"3130","US9003768",2011,"US4785625"
"3131","US9003768",2011,"US6430917"
"3132","US9003768",2011,"US3283509"
"3133","US9003768",2011,"US3081597"
"3134","US9003768",2011,"WO2006059985A1"
"3135","US9003768",2011,"US20030192304A1"
"3136","US9003768",2011,"US5275536"
"3137","US9003768",2011,"US4326682"
"3138","US9003768",2011,"US4251185"
"3139","US9003768",2011,"WO2007110125A1"
"3140","US9003768",2011,"US20050008476A1"
"3141","US9003768",2011,"FR2274788A1"
"3142","US9003768",2011,"US5157915"
"3143","US9003768",2011,"US5182906"
"3144","US9003768",2011,"US1544318"
"3145","US9003768",2011,"US4883404"
"3146","US9003768",2011,"US3836279"
"3147","US9003768",2011,"US20080095628A1"
"3148","US9003768",2011,"US5267397"
"3149","US9003768",2011,"US20110142601A1"
"3150","US9003768",2011,"US6619030"
"3151","US9003768",2011,"WO2006060003A2"
"3152","US9003768",2011,"US5088742"
"3153","US9003768",2011,"WO2007060003A1"
"3154","US9003768",2011,"EP1319896A2"
"3155","US9003768",2011,"US2862356"
"3156","US9003768",2011,"US5628621"
"3157","US9003768",2011,"US5746391"
"3158","US9003768",2011,"DE2361310A1"
"3159","US9003768",2011,"US4912927"
"3160","US9003768",2011,"US3705775"
"3161","US9003768",2011,"US6471474"
"3162","US9003768",2011,"US6513334"
"3163","US9003768",2011,"US5269139"
"3164","US9003768",2011,"WO2006059972A1"
"3165","US9003768",2011,"US5328324"
"3166","US9003768",2011,"US6883303"
"3167","US9003768",2011,"WO2006059989A1"
"3168","US9003768",2011,"US3505819"
"3169","US9003768",2011,"GB785721A"
"3170","US9003768",2011,"US6384494"
"3171","US9003768",2011,"US3703081"
"3172","US9003768",2011,"WO2004022948A1"
"3173","US9003768",2011,"GB1357016A"
"3174","US9003768",2011,"DE3333437A1"
"3175","US9003768",2011,"US3861822"
"3176","US9003768",2011,"US20040128978A1"
"3177","US9003768",2011,"WO2006059999A1"
"3178","US9003768",2011,"US20040070211A1"
"3179","US9003768",2011,"US4005575"
"3180","US9003768",2011,"WO2006110122A2"
"3181","US9003768",2011,"WO2006059990A1"
"3182","US9003768",2011,"US5152725"
"3183","US9003768",2011,"US3267667"
"3184","US9003768",2011,"US3269120"
"3185","US9003768",2011,"US4817382"
"3186","US9003768",2011,"US4904160"
"3187","US9003768",2011,"WO2006059980A2"
"3188","US9003768",2011,"US6381948"
"3189","US9003768",2011,"WO2006059982A1"
"3190","US9003768",2011,"US3465526"
"3191","US9003768",2011,"FR2566835A1"
"3192","US9003768",2011,"GB907323A"
"3193","US9003768",2011,"WO2006112807A2"
"3194","US9003768",2011,"US5466198"
"3195","US9003768",2011,"US5497961"
"3196","US9003768",2011,"US5501575"
"3197","US9003768",2011,"US2874926"
"3198","US9003768",2011,"US2698711"
"3199","US9003768",2011,"WO2006059995A1"
"3200","US9003768",2011,"WO2006059994A1"
"3201","US9003768",2011,"WO2006059981A1"
"3202","US9003768",2011,"WO2006059997A2"
"3203","US9003768",2011,"EP0661413A1"
"3204","US9003768",2011,"US20040025490A1"
"3205","US9003768",2011,"GB2265221A"
"3206","US9003768",2011,"WO2006110124A2"
"3207","US9003768",2011,"US6910854"
"3208","US9003768",2011,"US7021042"
"3209","US9003768",2011,"WO2006059991A1"
"3210","US9003768",2011,"US4634340"
"3211","US9003768",2011,"WO2006059978A1"
"3212","US9003768",2011,"US6223616"
"3213","US9003768",2011,"US4834614"
"3214","US9003768",2011,"WO2006059996A1"
"3215","US9003768",2011,"WO2006059971A2"
"3216","US9003768",2011,"US20030131607A1"
"3217","US9003768",2011,"US4271674"
"3218","US9003768",2011,"US3430522"
"3219","US9003768",2011,"US4251987"
"3220","US9003768",2011,"DE765809A"
"3221","US9003768",2011,"WO2006000013A1"
"3222","US9003768",2011,"US20080226453A1"
"3223","US9003768",2011,"WO1999002864A1"
"3224","US9003768",2011,"WO2001027534A1"
"3225","US9003768",2011,"WO2006059979A1"
"3226","US9003768",2011,"WO2002081883A2"
"3227","US9003768",2011,"FR2599086A1"
"3228","US9003768",2011,"GB1466613A"
"3229","US9003768",2011,"WO2006059993A1"
"3230","US9003768",2011,"DE767704A"
"3231","US9003768",2011,"US6364805"
"3232","US9003768",2011,"GB1026102A"
"3233","US9003768",2011,"GB1503394A"
"3234","US9003768",2011,"US4147035"
"3235","US9003768",2011,"US20050241291A1"
"3236","US9003768",2011,"WO2006000014A1"
"3237","US9003768",2011,"US5537814"
"3238","US9003768",2011,"WO2004011788A1"
"3239","US9003768",2011,"US5769317"
"3240","US9003768",2011,"US6454535"
"3241","US9003768",2011,"GB2095755A"
"3242","US9003768",2011,"US2989848"
"3243","US9003768",2011,"GB2191606A"
"3244","US9003768",2011,"US5443590"
"3245","US9003768",2011,"US2499831"
"3246","US9003768",2011,"US4265646"
"3247","US9003768",2011,"US4130379"
"3248","US9003768",2011,"US2337861"
"3249","US9003768",2011,"US7214157"
"3250","US9003768",2011,"WO2006059977A1"
"3251","US9003768",2011,"GB1287223A"
"3252","US9003768",2011,"US3932813"
"3253","US9003768",2011,"US3818695"
"3254","US9003768",2011,"DE19646601A1"
"3255","US9003768",2011,"WO2006059968A1"
"3256","US9003768",2011,"EP0475771A1"
"3257","US9003768",2011,"US3990810"
"3258","US9003768",2011,"US6244539"
"3259","US9003768",2011,"WO2006059969A1"
"3260","US9003768",2011,"US3811273"
"3261","US9003768",2011,"GB2026102A"
"3262","US9003768",2011,"US2830754"
"3263","US9003768",2011,"US3735593"
"3264","US9003768",2011,"GB1351000A"
"3265","US9003768",2011,"WO2006002497A1"
"3266","US9003768",2011,"US20020190139A1"
"3267","US9003768",2011,"US20050127905A1"
"3268","US9003768",2011,"WO2006059992A1"
"3269","US9003768",2011,"WO2006059970A2"
"3270","US9003768",2011,"US2414410"
"3271","US9003768",2011,"US3979087"
"3272","US9003768",2011,"US5584660"
"3273","US9003768",2011,"WO2006110123A2"
"3274","US9003768",2011,"US7841165"
"3275","US9003768",2011,"GB905136A"
"3276","US9003768",2011,"US3887297"
"3277","US9003768",2011,"FR1367893A"
"3278","US9003768",2011,"US8276362"
"3279","US9003768",2011,"FR1033849A"
"3280","US9003808",2011,"WO2006059970A2"
"3281","US9003808",2011,"EP2551489A2"
"3282","US9003808",2011,"US8104265"
"3283","US9003808",2011,"US6901739"
"3284","US9003808",2011,"US20110056208A1"
"3285","US9003808",2011,"US7845157"
"3286","US9003808",2011,"US7784266"
"3287","US9003808",2011,"US7832193"
"3288","US9003808",2011,"EP2009270A2"
"3289","US9003808",2011,"US2702985"
"3290","US9003808",2011,"US4005575"
"3291","US9003808",2011,"EP2295763A2"
"3292","US9003808",2011,"US20090074565A1"
"3293","US9003808",2011,"US4916894"
"3294","US9003808",2011,"US4251987"
"3295","US9003808",2011,"US3673802"
"3296","US9010085",2012,"US5927644"
"3297","US9010085",2012,"US7677493"
"3298","US9010085",2012,"US5871177"
"3299","US9010085",2012,"US20120291449A1"
"3300","US9010085",2012,"US20110123326A1"
"3301","US9010085",2012,"US7591754"
"3302","US9010085",2012,"US5497961"
"3303","US9010085",2012,"US5277382"
"3304","US9010085",2012,"US5372338"
"3305","US9010085",2012,"US6126110"
"3306","US9010085",2012,"US5409184"
"3307","US9010085",2012,"US20090092487A1"
"3308","US9010085",2012,"US5320307"
"3309","US9010085",2012,"US6708925"
"3310","US9010085",2012,"US7841165"
"3311","US9010085",2012,"US7824305"
"3312","US9010085",2012,"US7654075"
"3313","US9010085",2012,"US20110056183A1"
"3314","US9010085",2012,"US5433674"
"3315","US9010085",2012,"US5275357"
"3316","US9010085",2012,"US5746391"
"3317","US9010085",2012,"US7021585"
"3318","US9010085",2012,"US5871176"
"3319","US9010085",2012,"US4037809"
"3320","US9010085",2012,"US6652222"
"3321","US9010085",2012,"US6474597"
"3322","US9010085",2012,"US20010010798A1"
"3323","US9010085",2012,"US5136839"
"3324","US9010085",2012,"US4969325"
"3325","US9010085",2012,"US4044973"
"3326","US9010085",2012,"US5174525"
"3327","US9010085",2012,"US4266741"
"3328","US9010085",2012,"US5443229"
"3329","US9010085",2012,"US6189830"
"3330","US9010085",2012,"US6517027"
"3331","US9010085",2012,"US7926260"
"3332","US9010085",2012,"US4313711"
"3333","US9010085",2012,"US7694505"
"3334","US9010085",2012,"US6138949"
"3335","US9010085",2012,"US5474258"
"3336","US9010085",2012,"US20060090448A1"
"3337","US9010085",2012,"US5871175"
"3338","US9010085",2012,"US4966338"
"3339","US9010085",2012,"US5810287"
"3340","US9010085",2012,"US6619030"
"3341","US9010085",2012,"US7055330"
"3342","US9010085",2012,"US20060248900A1"
"3343","US9010085",2012,"US3327971"
"3344","US9010085",2012,"US6899518"
"3345","US9010085",2012,"GB2010969A"
"3346","US9010085",2012,"US20090056343A1"
"3347","US9010085",2012,"US6935591"
"3348","US9010085",2012,"US6223616"
"3349","US9010085",2012,"US5452575"
"3350","US9010085",2012,"US5273393"
"3351","US9010085",2012,"US3754484"
"3352","US9010085",2012,"US7134286"
"3353","US9010085",2012,"US5921500"
"3354","US9010085",2012,"US5860276"
"3355","US9010085",2012,"US8205432"
"3356","US9016041",2010,"US5010729A"
"3357","US9016041",2010,"US7770381B2"
"3358","US9016041",2010,"US7758303B1"
"3359","US9016041",2010,"US7246484B2"
"3360","US9016041",2010,"US5079916A"
"3361","US9016041",2010,"US7188467B2"
"3362","US9016041",2010,"US6763654B2"
"3363","US9016041",2010,"US7216475B2"
"3364","US9016041",2010,"US6763652B2"
"3365","US9016041",2010,"US7614210B2"
"3366","US9016041",2010,"US6948317B2"
"3367","US9016041",2010,"US4766723A"
"3368","US9016041",2010,"US7784266B2"
"3369","US9016041",2010,"US5404713A"
"3370","US9016041",2010,"US7134271B2"
"3371","US9016041",2010,"US2008141676A1"
"3372","US9016041",2010,"US2009107109A1"
"3373","US9016041",2010,"US7475545B2"
"3374","US9038366",2013,"US4727762"
"3375","US9038366",2013,"US4916894"
"3376","US9038366",2013,"US5860275"
"3377","US9038366",2013,"US7004722"
"3378","US9038366",2013,"US5791789"
"3379","US9038366",2013,"US5410870"
"3380","US9038366",2013,"US3549272"
"3381","US9038366",2013,"US4782658"
"3382","US9038366",2013,"US6158210"
"3383","US9038366",2013,"US7412819"
"3384","US9038366",2013,"US5553449"
"3385","US9038366",2013,"US2850337"
"3386","US9038366",2013,"US5867980"
"3387","US9038366",2013,"US5687561"
"3388","US9038366",2013,"US6439772"
"3389","US9038366",2013,"US4867655"
"3390","US9038366",2013,"US5380155"
"3391","US9038366",2013,"US7634916"
"3392","US9038366",2013,"US4827712"
"3393","US9038366",2013,"US3638428"
"3394","US9038366",2013,"US3737109"
"3395","US9038366",2013,"US8337149"
"3396","US9038366",2013,"US5051005"
"3397","US9038366",2013,"US2798360"
"3398","US9038366",2013,"US6942451"
"3399","US9038366",2013,"US20090081039A1"
"3400","US9038366",2013,"US20050265825A1"
"3401","US9038366",2013,"US4003199"
"3402","US9038366",2013,"US3738719"
"3403","US9038366",2013,"US3727998"
"3404","US9038366",2013,"US20090314881A1"
"3405","US9038366",2013,"US20080152477A1"
"3406","US9038366",2013,"US20010047651A1"
"3407","US9038366",2013,"US20060239845A1"
"3408","US9038366",2013,"US7493753"
"3409","US9038366",2013,"US7832193"
"3410","US9038366",2013,"US7500365"
"3411","US9038366",2013,"US3434288"
"3412","US9038366",2013,"US3792586"
"3413","US9038366",2013,"US20060130456A1"
"3414","US9038366",2013,"US7591594"
"3415","US9038366",2013,"US4055946"
"3416","US9038366",2013,"US3747343"
"3417","US9038366",2013,"US5806303"
"3418","US9038366",2013,"US2672726"
"3419","US9038366",2013,"US4951461"
"3420","US9038366",2013,"US20090123271A1"
"3421","US9038366",2013,"US20060196164A1"
"3422","US9038366",2013,"US7490460"
"3423","US9038366",2013,"US6732502"
"3424","US9038366",2013,"US3680309"
"3425","US9038366",2013,"US3971208"
"3426","US9038366",2013,"US6338609"
"3427","US9038366",2013,"US7883315"
"3428","US9038366",2013,"US20080155961A1"
"3429","US9038366",2013,"US4952076"
"3430","US9038366",2013,"US5622438"
"3431","US9038366",2013,"US5433674"
"3432","US9038366",2013,"US20080148707A1"
"3433","US9038366",2013,"US6619030"
"3434","US9038366",2013,"US3761042"
"3435","US9038366",2013,"US6623166"
"3436","US9038366",2013,"US20070087892A1"
"3437","US9038366",2013,"US8402741"
"3438","US9038366",2013,"US5174525"
"3439","US9038366",2013,"US4911610"
"3440","US9038366",2013,"US4981415"
"3441","US9038366",2013,"US20050150204A1"
"3442","US9038366",2013,"US20070251210A1"
"3443","US9038366",2013,"US7694505"
"3444","US9038366",2013,"US7487630"
"3445","US9038366",2013,"US4251987"
"3446","US9038366",2013,"US5127794"
"3447","US9038366",2013,"US5809772"
"3448","US9038366",2013,"US4523864"
"3449","US9038366",2013,"US20080053062A1"
"3450","US9038366",2013,"US20130319006A1"
"3451","US9038366",2013,"US3925979"
"3452","US9038366",2013,"US6203273"
"3453","US9038366",2013,"US20070084183A1"
"3454","US9038366",2013,"US7704178"
"3455","US9038366",2013,"US8225593"
"3456","US9038366",2013,"US5155993"
"3457","US9038366",2013,"US6148518"
"3458","US9038366",2013,"US4687346"
"3459","US9038366",2013,"US20090180864A1"
"3460","US9038366",2013,"US7730715"
"3461","US9038366",2013,"US4452037"
"3462","US9038366",2013,"US6464401"
"3463","US9038366",2013,"US20080098715A1"
"3464","US9038366",2013,"US7882693"
"3465","US9038366",2013,"US20060090451A1"
"3466","US9038366",2013,"US20080098717A1"
"3467","US9038366",2013,"US8104262"
"3468","US9038366",2013,"US20090056306A1"
"3469","US9038366",2013,"US4084861"
"3470","US9038366",2013,"US3896615"
"3471","US9038366",2013,"US6082959"
"3472","US9038366",2013,"US4500143"
"3473","US9038366",2013,"US8075261"
"3474","US9038366",2013,"US3673802"
"3475","US9038366",2013,"US4704862"
"3476","US9206766",2012,"US3750983A"
"3477","US9206766",2012,"US2007246603A1"
"3478","US9206766",2012,"US2010290903A1"
"3479","US9206766",2012,"US4785625A"
"3480","US9206766",2012,"US2012051903A1"
"3481","US9206766",2012,"US5076049A"
"3482","US9206766",2012,"US2011016883A1"
"3483","US9206766",2012,"US2011168837A1"
"3484","US9206766",2012,"US7806363B2"
"3485","US9206766",2012,"DE102009034530A1"
"3486","US9206766",2012,"US5174525A"
"3487","US9206766",2012,"US4458863A"
"3488","US9206766",2012,"US2006038066A1"
"3489","US9206766",2012,"DE69612898D1"
"3490","US9206766",2012,"US4732532A"
"3491","US9206766",2012,"US2012111023A1"
"3492","US9206766",2012,"US2002141863A1"
"3493","US9206766",2012,"US5642615A"
"3494","US9206766",2012,"DE69612898T2"
"3495","US9239004",2012,"US7726113"
"3496","US9239004",2012,"US4141212"
"3497","US9239004",2012,"US8096753"
"3498","US9239004",2012,"US6082975"
"3499","US9239004",2012,"US20100212285A1"
"3500","US9239004",2012,"US7214157"
"3501","US9239004",2012,"US5105618"
"3502","US9239004",2012,"US8176725"
"3503","US9239004",2012,"US8516789"
"3504","US9239004",2012,"US20110056208A1"
"3505","US9239004",2012,"US20050060983A1"
"3506","US9309781",2011,"US6084020"
"3507","US9309781",2011,"US5763249"
"3508","US9309781",2011,"JP1986160395A"
"3509","US9309781",2011,"US7845159"
"3510","US9309781",2011,"US7823374"
"3511","US9309781",2011,"US7900437"
"3512","US9309781",2011,"US7624581"
"3513","US9309781",2011,"WO2004078873A2"
"3514","US9309781",2011,"WO2006024032A2"
"3515","US9309781",2011,"US6835322"
"3516","US9309781",2011,"US6362135"
"3517","US9309781",2011,"US6561760"
"3518","US9309781",2011,"US7850120"
"3519","US9309781",2011,"US7131612"
"3520","US9309781",2011,"US20060281861A1"
"3521","US9309781",2011,"US4782658"
"3522","US9309781",2011,"US6120849"
"3523","US9309781",2011,"GB458862A"
"3524","US9309781",2011,"US4966229"
"3525","US9309781",2011,"US6725645"
"3526","US9309781",2011,"US20100242428A1"
"3527","US9309781",2011,"US20100319358A1"
"3528","US9309781",2011,"US20040065092A1"
"3529","US9309781",2011,"US7900438"
"3530","US9309781",2011,"US6171704"
"3531","US9309781",2011,"US6797795"
"3532","US9309781",2011,"US6809169"
"3533","US9309781",2011,"US7202321"
"3534","US9488131",2013,"EP1413735A1"
"3535","US9488131",2013,"GB588502A"
"3536","US9488131",2013,"EP1978231A2"
"3537","US9488131",2013,"US2013008145A1"
"3538","US9488131",2013,"US5826823A"
"3539","US9488131",2013,"US3797785A"
"3540","US9488131",2013,"US2011017843A1"
"3541","US9488131",2013,"US2013292489A1"
"3542","US9488131",2013,"US8601789B2"
"3543","US9488131",2013,"US2008190095A1"
"3544","US9488131",2013,"FR2928681A1"
"3545","US9488131",2013,"EP0779429A2"
"3546","US9488131",2013,"US2004118974A1"
"3547","US9506422",2011,"WO2015034630A1"
"3548","US9506422",2011,"GB2041090A"
"3549","US9506422",2011,"US5915917A"
"3550","US9506422",2011,"GB1516041A"
"3551","US9506422",2011,"US3287906A"
"3552","US9506422",2011,"US2010148396A1"
"3553","US9506422",2011,"US7882691B2"
"3554","US9506422",2011,"US9121412B2"
"3555","US9506422",2011,"US2010089019A1"
"3556","US9506422",2011,"US7107756B2"
"3557","US9506422",2011,"US7950237B2"
"3558","US9506422",2011,"WO2015047511A2"
"3559","US9506422",2011,"GB2426792A"
"3560","US9506422",2011,"US2010260609A1"
"3561","US9506422",2011,"US7770377B2"
"3562","US9506422",2011,"US2010218483A1"
"3563","US9506422",2011,"US7758306B2"
"3564","US9506422",2011,"US6195983B1"
"3565","US9506422",2011,"US2008095633A1"
"3566","US9506422",2011,"US7374403B2"
"3567","US9506422",2011,"US2010331139A1"
"3568","US9506422",2011,"US2008206048A1"
"3569","US9506422",2011,"WO2007038674A1"
"3570","US9506422",2011,"US6709239B2"
"3571","US9506422",2011,"EP1712738A2"
"3572","US9506422",2011,"US2008155961A1"
"3573","US9506422",2011,"US2006228206A1"
"3574","US9541028",2006,"US4467599"
"3575","US9541028",2006,"EP0926332A2"
"3576","US9541028",2006,"US20050126174A1"
"3577","US9541028",2006,"US3854287"
"3578","US9541028",2006,"US3829020"
"3579","US9541028",2006,"US3729957"
"3580","US9541028",2006,"US20050039437A1"
"3581","US9541028",2006,"US7174704"
"3582","US9541028",2006,"US4242864"
"3583","US9541028",2006,"US5433674"
"3584","US9541028",2006,"US4159625"
"3585","US9541028",2006,"US4258545"
"3586","US9541028",2006,"US5261227"
"3587","US9541028",2006,"US5048285"
"3588","US9541028",2006,"US4010608"
"3589","US9541028",2006,"US3797233"
"3590","US9624870",2011,"EP2123884A2"
"3591","US9624870",2011,"US7758303"
"3592","US9624870",2011,"US20110130246A1"
"3593","US9624870",2011,"US6438941"
"3594","US9624870",2011,"US4080785"
"3595","US9624870",2011,"US20080120839A1"
"3596","US9624870",2011,"US6895741"
"3597","US9624870",2011,"US6865891"
"3598","US9624870",2011,"EP1777370A2"
"3599","US9624870",2011,"US6158210"
"3600","US9624870",2011,"US20070051091A1"
"3601","US9624870",2011,"US20060272313A1"
"3602","US9624870",2011,"US4817382"
"3603","US9624870",2011,"US20040060279A1"
"3604","US9624870",2011,"US20070125066A1"
"3605","US9624870",2011,"US2723531"
"3606","US9624870",2011,"US20110148237A1"
"3607","US9624870",2011,"US20090090096A1"
"3608","US9624870",2011,"US20090000271A1"
"3609","US9624870",2011,"US6901739"
"3610","US9624870",2011,"US20060059887A1"
"3611","US9624870",2011,"US20090293445A1"
"3612","US9624870",2011,"US6082511"
"3613","US9624870",2011,"US20070084186A1"
"3614","US9624870",2011,"GB2199375A"
"3615","US9624870",2011,"US4064692"
"3616","US9624870",2011,"US20060196164A1"
"3617","US9624870",2011,"US20100218478A1"
"3618","US9624870",2011,"US4175384"
"3619","US9624870",2011,"US6763654"
"3620","US9624870",2011,"US20070186535A1"
"3621","US9624870",2011,"US20090320491A1"
"3622","US9624870",2011,"US20100219779A1"
"3623","US9624870",2011,"US6701717"
"3624","US9624870",2011,"US4010608"
"3625","US9624870",2011,"US20090145102A1"
"3626","US9624870",2011,"US20060236675A1"
"3627","US9624870",2011,"US20050047942A1"
"3628","US9957918",2007,"US20090056343A1"
"3629","US9957918",2007,"US7694505"
"3630","US9957918",2007,"US6964155"
"3631","US9957918",2007,"US3536414"
"3632","US9957918",2007,"US20060130456A1"
"3633","US9957918",2007,"US5472314"
"3634","US9957918",2007,"US7021042"
"3635","US9957918",2007,"US3797561"
"3636","US9957918",2007,"US6725542"
"3637","US9957918",2007,"US6520742"
"3638","US9957918",2007,"US5010729"
"3639","US9957918",2007,"US6145300"
"3640","US9957918",2007,"US6895741"
"3641","US9957918",2007,"US4916894"
"3642","US9957918",2007,"US20080159856A1"
"3643","US9957918",2007,"US4722184"
"3644","US9957918",2007,"US20070022739A1"
"3645","US9957918",2007,"US3434288"
"3646","US9957918",2007,"US20080022653A1"
"3647","US9957918",2007,"US4751816"
"3648","US9957918",2007,"US20080098717A1"
"3649","US9957918",2007,"US4867635"
"3650","US9957918",2007,"US6158210"
"3651","US9957918",2007,"US4384453"
"3652","US9957918",2007,"US5466198"
"3653","US9957918",2007,"US4251987"
