"","pn","ay","out_cit"
"1","US2914919",1957,"US2439447"
"2","US2914919",1957,"US2434319"
"3","US2914919",1957,"GB710959A"
"4","US2914919",1957,"US2470126"
"5","US2914919",1957,"US2624173"
"6","US2933893",1958,"US2692724"
"7","US2933893",1958,"US2680001"
"8","US2933893",1958,"US2718350"
"9","US3909156",1974,"US3359646"
"10","US3909156",1974,"US3117826"
"11","US3909156",1974,"US2655307"
"12","US3909156",1974,"US2651172"
"13","US3909156",1974,"US2852917"
"14","US3909156",1974,"US2933893"
"15","US4478551",1981,"US2938336"
"16","US4478551",1981,"US4304522"
"17","US4478551",1981,"US4384822"
"18","US4478551",1981,"US4274805"
"19","US4478551",1981,"US3028141"
"20","US5813828",1997,"US3572960"
"21","US5813828",1997,"US4712980"
"22","US5813828",1997,"US5340276"
"23","US5813828",1997,"US5161947"
"24","US5813828",1997,"US3405865"
"25","US5813828",1997,"GB1454861A"
"26","US5813828",1997,"JP1986118504A"
"27","US6030176",1998,"CH685448A5"
"28","US6030176",1998,"GB2226086A"
"29","US6030176",1998,"GB940195A"
"30","US6030176",1998,"US4183207"
"31","US6030176",1998,"US3949147"
"32","US6030176",1998,"US4451200"
"33","US6030176",1998,"FR2181283A5"
"34","US6030176",1998,"EP0251125A1"
"35","US6030176",1998,"CH570549A5"
"36","US6030176",1998,"GB2281592A"
"37","US6030176",1998,"US2859935"
"38","US6030176",1998,"US5080555"
"39","US6030176",1998,"US2414814"
"40","US6030176",1998,"US4245951"
"41","US6030176",1998,"US4156342"
"42","US6030176",1998,"US4304522"
"43","US6511284",2001,"US5273397"
"44","US6511284",2001,"US5634767"
"45","US6511284",2001,"US4920742"
"46","US6511284",2001,"US5483792"
"47","US6792758",2002,"US3618700"
"48","US6792758",2002,"US4492518"
"49","US6792758",2002,"US4979872"
"50","US6792758",2002,"US4288202"
"51","US6792758",2002,"US5672047"
"52","US6792758",2002,"US5104286"
"53","US6792758",2002,"US6375416"
"54","US6792758",2002,"US4993918"
"55","US6792758",2002,"US3820628"
"56","US6792758",2002,"US5518366"
"57","US6792758",2002,"US4987736"
"58","US6792758",2002,"US4436481"
"59","US6792758",2002,"US4820117"
"60","US6792758",2002,"US6439841"
"61","US6792758",2002,"US5634767"
"62","US6792758",2002,"US5292227"
