"","pn","ay","out_cit"
"1","US2427244",1944,"GB354888A"
"2","US2427244",1944,"US2225769"
"3","US2462600",1943,"US2058479"
"4","US2462600",1943,"US2213940"
"5","US2462600",1943,"US2073605"
"6","US2487514",1943,"US2213940"
"7","US2487514",1943,"GB290014A"
"8","US2487514",1943,"GB340421A"
"9","US2487514",1943,"US2243467"
"10","US2487514",1943,"US1595278"
"11","US2487514",1943,"US2333053"
"12","US2487514",1943,"DE406701A"
"13","US2487514",1943,"US2353929"
"14","US2487514",1943,"DE491738A"
"15","US2487514",1943,"US2245954"
"16","US2489683",1943,"CH218976A"
"17","US2489683",1943,"DE346599A"
"18","US2489683",1943,"US2244467"
"19","US2489683",1943,"US1938688"
"20","US2489683",1943,"FR781057A"
"21","US2489683",1943,"US1708402"
"22","US2489683",1943,"US2149510"
"23","US2489683",1943,"US1828782"
"24","US2489683",1943,"CH215484A"
"25","US2489683",1943,"US2243467"
"26","US2489683",1943,"US1960810"
"27","US2489683",1943,"US2326072"
"28","US2489683",1943,"US2236426"
"29","US2489683",1943,"US2220420"
"30","US2489683",1943,"US2297446"
"31","US2553078",1947,"US2463340"
"32","US2553078",1947,"US1966104"
"33","US2563269",1945,"US2141401"
"34","US2563269",1945,"US2236426"
"35","US2563269",1945,"GB340421A"
"36","US2563269",1945,"GB384301A"
"37","US2563269",1945,"GB319622A"
"38","US2563269",1945,"US1960810"
"39","US2563269",1945,"DE491738A"
"40","US2563269",1945,"FR711419A"
"41","US2563269",1945,"US2297446"
"42","US2563269",1945,"DE346599A"
"43","US2563269",1945,"US2220420"
"44","US2563269",1945,"US2073605"
"45","US2563269",1945,"CH218976A"
"46","US2563269",1945,"US1657192"
"47","US2563269",1945,"US2149510"
"48","US2563269",1945,"US2401826"
"49","US2563269",1945,"US2304259"
"50","US2563269",1945,"US1966104"
"51","US2603453",1946,"US1061648"
"52","US2603453",1946,"US2213940"
"53","US2603453",1946,"US1708402"
"54","US2603453",1946,"US2401826"
"55","US2603453",1946,"US2243467"
"56","US2603453",1946,"US2407531"
"57","US2603453",1946,"US1544318"
"58","US2603453",1946,"DE665762A"
"59","US2618433",1948,"US2501614"
"60","US2618433",1948,"US0874356"
"61","US2618433",1948,"US2405768"
"62","US2618433",1948,"US1960810"
"63","US2618433",1948,"US1368751"
"64","US2618433",1948,"DE665762A"
