"","pn","ay","out_cit"
"1","US10054313",2010,"US2007119183A1"
"2","US10054313",2010,"US5197290A"
"3","US10054313",2010,"US6966186B2"
"4","US10054313",2010,"US6931853B2"
"5","US10054313",2010,"US7631499B2"
"6","US10054313",2010,"US2004093851A1"
"7","US10054313",2010,"US2009255259A1"
"8","US10054313",2010,"US6253538B1"
"9","US10054313",2010,"US2008072605A1"
"10","US10054313",2010,"US5735681A"
"11","US10054313",2010,"US2008163627A1"
"12","US10054313",2010,"US5277023A"
"13","US10054313",2010,"US6920758B2"
"14","US10054313",2010,"US6269646B1"
"15","US10054313",2010,"US7181916B2"
"16","US10054313",2010,"US5628182A"
"17","US10054313",2010,"US2006263731A1"
"18","US10557634",2008,"DE102005015152A1"
"19","US10557634",2008,"WO2001059369A1"
"20","US10557634",2008,"DE60115773D1"
"21","US10557634",2008,"EP1614967A1"
"22","US10557634",2008,"US20060191268A1"
"23","US10557634",2008,"DE102005054442A1"
"24","US10557634",2008,"US20070234735A1"
"25","US10557634",2008,"DE19903770A1"
"26","US10557634",2008,"US6532726"
"27","US10557634",2008,"EP1734306A1"
"28","US10557634",2008,"US4589260"
"29","US10557634",2008,"FR2788109A1"
"30","US10557634",2008,"WO2008052830A1"
"31","US10557634",2008,"EP1645802A2"
"32","US10557634",2008,"DE69617290T2"
"33","US10557634",2008,"US20080041060A1"
"34","US10557634",2008,"US20060101814A1"
"35","US10557634",2008,"US20070026353A1"
"36","US10557634",2008,"DE69617290D1"
"37","US10557634",2008,"DE10334228A1"
"38","US10557634",2008,"DE60115773T2"
"39","US10557634",2008,"US20030074885A1"
"40","US10557634",2008,"US5452574"
"41","US10557634",2008,"JP2003522929A"
"42","US10557634",2008,"US20060183069A1"
"43","US2526410",1945,"CH210655A"
"44","US2526410",1945,"US2117270"
"45","US2526410",1945,"US1130090"
"46","US2526410",1945,"US2097255"
"47","US2526410",1945,"US2332866"
"48","US2526410",1945,"US2398654"
"49","US2526410",1945,"US1650343"
"50","US2526410",1945,"US2268464"
"51","US2526410",1945,"US2326072"
"52","US2526410",1945,"AT63081B"
