"","pn","ay","out_cit"
"1","US2458497",1945,"US2268464"
"2","US2458497",1945,"US2077043"
"3","US2458497",1945,"US2284157"
"4","US2458497",1945,"US1655569"
"5","US2458497",1945,"US2097255"
"6","US2458497",1945,"US2164954"
"7","US2458497",1945,"US2227666"
"8","US2458497",1945,"US2029548"
"9","US2458497",1945,"US2340120"
"10","US2630679",1948,"US2546432"
"11","US2630679",1948,"US2573694"
"12","US2630679",1948,"US2326072"
"13","US2630679",1948,"US2414551"
"14","US2630679",1948,"US2549858"
"15","US2630679",1948,"US2482394"
"16","US2630679",1948,"US2510645"
"17","US2630679",1948,"US2399046"
"18","US2630679",1948,"US2438247"
"19","US2630679",1948,"GB585763A"
"20","US2630679",1948,"US2256198"
"21","US2716330",1950,"US2498728"
"22","US2716330",1950,"US2546432"
"23","US2716330",1950,"US2531810"
"24","US2716330",1950,"GB539069A"
"25","US2716330",1950,"US2540594"
"26","US2851853",1953,"US1375601"
"27","US2851853",1953,"US2563745"
"28","US2851853",1953,"US2632299"
"29","US2851853",1953,"US2576762"
"30","US2851853",1953,"FR545647A"
"31","US2851853",1953,"US2659198"
"32","US2851853",1953,"US2469439"
"33","US2851853",1953,"US2346178"
"34","US2885858",1953,"US2458497"
"35","US2885858",1953,"GB588572A"
"36","US2885858",1953,"US2609664"
"37","US2885858",1953,"US2074602"
"38","US2885858",1953,"US2447482"
"39","US2885858",1953,"US2565843"
"40","US2885858",1953,"US2541170"
"41","US2885858",1953,"US2595999"
"42","US2885858",1953,"US1345361"
"43","US2885858",1953,"US1163333"
"44","US2885858",1953,"US2503006"
"45","US2885858",1953,"GB341871A"
"46","US2885858",1953,"US2588728"
"47","US3011311",1956,"US2721445"
"48","US3011311",1956,"DE847530A"
"49","US3011311",1956,"US2162956"
"50","US3011311",1956,"GB585343A"
"51","US3011311",1956,"CA491080A"
"52","US3011311",1956,"US0705611"
"53","US3011311",1956,"US2704440"
"54","US3011311",1956,"US2856755"
"55","US3044263",1959,"US2858673"
"56","US3044263",1959,"US2955415"
"57","US3044263",1959,"US2544538"
"58","US3044263",1959,"US2167183"
"59","US3044263",1959,"US2815770"
"60","US3044263",1959,"US2778192"
"61","US3169367",1963,"US3044263"
"62","US3169367",1963,"US2630679"
"63","US3169367",1963,"US2611599"
"64","US3169369",1963,"US2901032"
"65","US3169369",1963,"US2553867"
"66","US3169369",1963,"US2922278"
"67","US3169369",1963,"US2543864"
"68","US3169369",1963,"GB585343A"
"69","US3169369",1963,"US2856755"
"70","US3169369",1963,"US2085761"
"71","US3287905",1964,"US2633705"
"72","US3287905",1964,"GB721899A"
"73","US3287905",1964,"US2296023"
"74","US3287905",1964,"US2867267"
"75","US3287905",1964,"US3088278"
"76","US3287905",1964,"GB863011A"
"77","US3333414",1965,"US2907171"
"78","US3333414",1965,"US2243467"
"79","US3333414",1965,"US2894703"
"80","US3333414",1965,"US2910830"
"81","US3333414",1965,"US2659201"
"82","US3365892",1965,"US2738645"
"83","US3365892",1965,"US2651492"
"84","US3365892",1965,"GB456980A"
"85","US3365892",1965,"US2658338"
"86","US3365892",1965,"US3093084"
"87","US3365892",1965,"US2694291"
"88","US3365892",1965,"US2557131"
"89","US3365892",1965,"GB552391A"
"90","US3365892",1965,"US2601612"
"91","US3365892",1965,"FR1022629A"
"92","US3365892",1965,"US2709893"
"93","US3365892",1965,"US2256198"
"94","US3365892",1965,"FR1038537A"
"95","US3365892",1965,"US2610465"
"96","US3383855",1966,"US2895295"
"97","US3383855",1966,"US3064424"
"98","US3383855",1966,"US2821607"
"99","US3448582",1967,"US2404767"
"100","US3448582",1967,"US3391540"
"101","US3448582",1967,"US3385064"
"102","US3448582",1967,"US2563270"
"103","US3448582",1967,"US3385509"
"104","US3589128",1970,"US2952126"
"105","US3589128",1970,"US3352106"
"106","US3589128",1970,"US3064425"
"107","US3589128",1970,"US3019606"
"108","US3603082",1970,"US3269120"
"109","US3603082",1970,"GB978890A"
"110","US3603082",1970,"US3433015"
"111","US3603082",1970,"US2924937"
"112","US3603082",1970,"US2611241"
"113","US3603082",1970,"US3321912"
"114","US3650106",1969,"US2638745"
"115","US3650106",1969,"US3172257"
"116","US3650106",1969,"US3464627"
"117","US3650106",1969,"GB998371A"
"118","US3691766",1970,"US2715816"
"119","US3691766",1970,"US3124933"
"120","US3691766",1970,"US2621477"
"121","US3691766",1970,"US2592110"
"122","US3691766",1970,"US3540216"
"123","US3691766",1970,"GB644719A"
"124","US3751911",1971,"US2657531"
"125","US3751911",1971,"US3306333"
