"","pn","ay","out_cit"
"1","US2429681",1943,"FR411473A"
"2","US2429681",1943,"US2188546"
"3","US2429681",1943,"US0824449"
"4","US2429681",1943,"GB190514641A"
"5","US2429681",1943,"US0805019"
"6","US2746671",1950,"US2429681"
"7","US2746671",1950,"US2474068"
"8","US2746671",1950,"US2474258"
"9","US2746671",1950,"US2441135"
"10","US2746671",1950,"FR897709A"
"11","US2746671",1950,"US2333053"
"12","US2746671",1950,"CH237475A"
"13","US2746671",1950,"US2469375"
"14","US2746671",1950,"US2446663"
"15","US2746671",1950,"US2477798"
"16","US2746671",1950,"US2462600"
"17","US2746671",1950,"GB629044A"
"18","US2746671",1950,"US2599470"
"19","US2746671",1950,"GB619390A"
"20","US2779531",1950,"US2319913"
"21","US2779531",1950,"US2444659"
"22","US2779531",1950,"US2475316"
"23","US3609058",1969,"US3218028"
"24","US3609058",1969,"US3210044"
"25","US3617156",1969,"US3413925"
"26","US3617156",1969,"US2809590"
"27","US3617156",1969,"US3031973"
"28","US3707336",1970,"US1062803"
"29","US3707336",1970,"US3095821"
"30","US3707336",1970,"US2165808"
"31","US3707336",1970,"US0004750"
"32","US3707336",1970,"US2857094"
"33","US3707336",1970,"DD286171A5"
"34","US3707336",1970,"US2111136"
"35","US3707336",1970,"DE286171A"
"36","US3707336",1970,"US2767906"
"37","US3707336",1970,"US2639897"
"38","US3707336",1970,"US0762175"
"39","US3707336",1970,"US0933681"
"40","US3707336",1970,"US2652190"
"41","US3756741",1971,"US3603599"
"42","US3756741",1971,"US3656862"
"43","US3756741",1971,"US3250069"
"44","US3756741",1971,"US3405526"
"45","US3756741",1971,"US3249083"
"46","US3756741",1971,"US3227418"
"47","US3758226",1972,"US2283131"
"48","US3758226",1972,"US2660367"
"49","US3758226",1972,"US1675830"
"50","US3758226",1972,"US0742231"
"51","US3758226",1972,"US2402841"
"52","US3758226",1972,"US1936066"
"53","US3758226",1972,"US2278992"
"54","US3758226",1972,"US1123364"
"55","US3758226",1972,"US0980684"
"56","US3764236",1971,"US2450137"
"57","US3764236",1971,"US3135212"
"58","US3764236",1971,"US2965038"
"59","US3764236",1971,"US2900112"
"60","US3764236",1971,"US2419676"
"61","US3764236",1971,"US1974678"
"62","US3764236",1971,"US3199745"
"63","US3764236",1971,"US3635591"
"64","US3764236",1971,"US3635599"
"65","US3764236",1971,"US3188967"
"66","US3773430",1972,"GB866793A"
"67","US3773430",1972,"GB572859A"
"68","US3773430",1972,"GB814809A"
"69","US3773430",1972,"US2410769"
