"","pn","ay","out_cit"
"1","US2458066",1944,"US2066788"
"2","US2458066",1944,"US2249489"
"3","US2458066",1944,"US2195025"
"4","US2458066",1944,"US2268464"
"5","US2458066",1944,"US1827246"
"6","US2458066",1944,"US2000733"
"7","US2458066",1944,"US2110209"
"8","US2458066",1944,"US1378248"
"9","US2657745",1948,"US0404428"
"10","US2657745",1948,"US1592238"
"11","US2657745",1948,"US2417929"
"12","US2657745",1948,"US1691827"
"13","US2657745",1948,"US1674631"
"14","US2657745",1948,"US2030123"
"15","US2657745",1948,"US0548647"
"16","US2657745",1948,"US2405785"
"17","US2657745",1948,"US2108872"
"18","US2657745",1948,"US1631374"
"19","US2657745",1948,"US1026227"
"20","US2657745",1948,"US1184659"
"21","US2657745",1948,"FR24769E"
"22","US2657745",1948,"US1621092"
"23","US2657745",1948,"US2397230"
"24","US2729062",1951,"US2616257"
"25","US2729062",1951,"US2581999"
"26","US2729062",1951,"US2575070"
"27","US2729062",1951,"US2299154"
"28","US2729062",1951,"US2555965"
"29","US2729062",1951,"US2268464"
"30","US2729062",1951,"US2420135"
"31","US2729062",1951,"US1302950"
"32","US2895293",1956,"GB719380A"
"33","US2895293",1956,"US2374606"
"34","US2895293",1956,"GB435679A"
"35","US2895293",1956,"FR1095032A"
"36","US2895293",1956,"US2828608"
"37","US2895293",1956,"US2680951"
"38","US2999359",1957,"US2601000"
"39","US2999359",1957,"US2545495"
"40","US2999359",1957,"US2143259"
"41","US2999359",1957,"US2529506"
"42","US2999359",1957,"US2546432"
"43","US2999359",1957,"US2635426"
"44","US2999359",1957,"US2679137"
"45","US2999359",1957,"US2704435"
"46","US2999359",1957,"US2667033"
"47","US2999359",1957,"US2930192"
"48","US2999359",1957,"US2638745"
"49","US2999359",1957,"US2560207"
"50","US3143401",1961,"US2679137"
"51","US3143401",1961,"US3042344"
"52","US3143401",1961,"US2692480"
"53","US3143401",1961,"US2729059"
"54","US3143401",1961,"US2867977"
"55","US3143401",1961,"US3075353"
"56","US3143401",1961,"US2840990"
"57","US3309866",1965,"US2595505"
"58","US3309866",1965,"US2709893"
"59","US3309866",1965,"US3088281"
"60","US3309866",1965,"US2694291"
"61","US3309866",1965,"US2678615"
"62","US3309866",1965,"US2601000"
"63","US3712056",1971,"US2447482"
"64","US3712056",1971,"US2632299"
"65","US3712056",1971,"US2581902"
"66","US3712056",1971,"DE768049A"
"67","US3859786",1972,"US3691762"
"68","US3859786",1972,"US3293852"
"69","US3859786",1972,"US2635564"
"70","US3859786",1972,"US3570242"
"71","US3859786",1972,"US2621477"
"72","US3859786",1972,"US3030773"
"73","US3859786",1972,"US2837893"
"74","US3859786",1972,"US3593518"
"75","US3898797",1974,"US3671171"
"76","US3898797",1974,"US3854285"
"77","US3898797",1974,"US2699648"
"78","US3898797",1974,"US3430443"
"79","US3928961",1973,"US3363663"
"80","US3928961",1973,"US2624172"
"81","US3928961",1973,"US3370914"
"82","US3928961",1973,"US3383159"
"83","US3928961",1973,"US3751906"
"84","US3928961",1973,"US2970439"
"85","US3928961",1973,"US3890088"
"86","US3928961",1973,"US3577731"
"87","US3928961",1973,"US3115925"
"88","US3928961",1973,"US2632296"
"89","US3928961",1973,"US3191659"
"90","US3928961",1973,"US1349040"
"91","US3928961",1973,"US3155142"
"92","US3928961",1973,"US2095065"
"93","US3937007",1974,"US3810732"
"94","US3937007",1974,"US3368604"
"95","US3937007",1974,"DE1932881A1"
"96","US3937007",1974,"US3187799"
"97","US3938325",1973,"US3455108"
"98","US3938325",1973,"US2946185"
"99","US3938325",1973,"US2979899"
"100","US3938325",1973,"US2693083"
"101","US3938325",1973,"US3605407"
"102","US3938325",1973,"US3328958"
"103","US3938325",1973,"US3465525"
"104","US3938326",1974,"US3153323"
"105","US3938326",1974,"DE1932881A1"
"106","US3938326",1974,"US2635426"
"107","US3938326",1974,"US3846979"
"108","US3939653",1974,"US2616257"
"109","US3939653",1974,"US3736747"
"110","US3939653",1974,"US2958194"
"111","US3939653",1974,"US3283502"
"112","US3939653",1974,"US3705492"
"113","US3939653",1974,"US3826078"
"114","US3939653",1974,"US3826077"
"115","US3943705",1974,"US3182472"
"116","US3943705",1974,"US3153323"
"117","US3943705",1974,"US2635426"
"118","US3943705",1974,"US3653207"
"119","US3982392",1976,"US2446059"
"120","US3982392",1976,"US2458066"
"121","US3982392",1976,"US3859786"
"122","US3982392",1976,"DE398488A"
"123","US3982392",1976,"US3851466"
"124","US3982392",1976,"DE1451393A1"
"125","US3982392",1976,"DE537627A"
"126","US3982392",1976,"US3853273"
"127","US3982392",1976,"US2398654"
"128","US4040252",1976,"US2720753"
"129","US4040252",1976,"US1278499"
"130","US4040252",1976,"US3943705"
"131","US4040252",1976,"GB662785A"
"132","US4040252",1976,"US2498728"
"133","US4040252",1976,"US3846979"
"134","US4041699",1975,"US2869324"
"135","US4041699",1975,"US3938324"
"136","US4041699",1975,"US3921389"
"137","US4041699",1975,"US2369295"
"138","US4041699",1975,"US3238719"
"139","US4041699",1975,"US3600890"
"140","US4067190",1976,"US3155142"
"141","US4067190",1976,"US3859786"
"142","US4067190",1976,"US3928961"
"143","US4067190",1976,"US3938326"
"144","US4067190",1976,"US3081818"
"145","US4081957",1976,"US3238718"
"146","US4081957",1976,"US3283502"
"147","US4081957",1976,"FR1007743A"
"148","US4081957",1976,"GB615680A"
"149","US4081957",1976,"US2920449"
"150","US4081957",1976,"US2567079"
"151","US4081957",1976,"US3584791"
"152","US4081957",1976,"GB619232A"
"153","US4081958",1976,"US3842597"
"154","US4081958",1976,"US3797231"
"155","US4081958",1976,"US3742702"
"156","US4081958",1976,"US3937007"
"157","US4081958",1976,"US2622395"
"158","US4081958",1976,"US3705492"
"159","US4081958",1976,"DE1932881A1"
"160","US4081958",1976,"US3826078"
"161","US4081958",1976,"US2922279"
"162","US4081958",1976,"US3851466"
"163","US4084371",1976,"US3316714"
"164","US4084371",1976,"US3851466"
"165","US4084371",1976,"US2999359"
"166","US4084371",1976,"US3570242"
"167","US4084371",1976,"US3055179"
"168","US4084371",1976,"US3859786"
"169","US4084371",1976,"US2974487"
"170","US4084371",1976,"US3811278"
"171","US4084371",1976,"US3290880"
"172","US4084371",1976,"US3736746"
"173","US4084371",1976,"US3052096"
"174","US4112676",1977,"US3946553"
"175","US4112676",1977,"US4052844"
"176","US4112676",1977,"US2955420"
"177","US4112676",1977,"US2621477"
"178","US4141213",1977,"US3930368"
"179","US4141213",1977,"US3954389"
"180","US4141213",1977,"US2654219"
"181","US4141213",1977,"US3349558"
"182","US4141213",1977,"US2744384"
"183","US4141213",1977,"US2734341"
"184","US4141213",1977,"US2967224"
"185","US4141213",1977,"US4012904"
"186","US4144710",1977,"US3306333"
"187","US4144710",1977,"US2857204"
"188","US4144710",1977,"US3739576"
"189","US4158949",1977,"US2651912"
"190","US4158949",1977,"US3956886"
"191","US4158949",1977,"US3623711"
"192","US4158949",1977,"US3031844"
"193","US4158949",1977,"US2919549"
"194","US4158949",1977,"US2544538"
"195","US4195476",1978,"US3349558"
"196","US4195476",1978,"US3656298"
"197","US4195476",1978,"US3016703"
"198","US4195476",1978,"US3651514"
"199","US4195476",1978,"US2775094"
"200","US4195476",1978,"US3916619"
"201","US4195476",1978,"US3869864"
"202","US4195476",1978,"US3738106"
"203","US4195476",1978,"US2727566"
"204","US4195476",1978,"US3098357"
"205","US4195476",1978,"US3990232"
"206","US4199934",1978,"US2142601"
"207","US4199934",1978,"US2920449"
"208","US4199934",1978,"US3724207"
"209","US4199934",1978,"US4078377"
"210","US4199934",1978,"US3306333"
"211","US4199934",1978,"US3530667"
"212","US4420929",1980,"DE2613589A1"
"213","US4420929",1980,"US4253301"
"214","US4420929",1980,"US3946553"
"215","US4420929",1980,"US4292801"
"216","US4420929",1980,"US4173118"
"217","US4420929",1980,"US3925002"
"218","US4420929",1980,"US4112676"
"219","US4420929",1980,"US4045956"
"220","US4420929",1980,"US4052844"
"221","US4420929",1980,"US3048014"
"222","US4420929",1980,"US3872664"
"223","US4420929",1980,"US3958416"
"224","US4420929",1980,"US4192139"
"225","US4420929",1980,"US2999359"
"226","US4420929",1980,"US4193260"
"227","US4420929",1980,"GB2040031A"
"228","US4420929",1980,"US3001366"
"229","US4420929",1980,"US3958413"
"230","US4420929",1980,"US3973395"
"231","US4428191",1964,"US2872785"
"232","US4428191",1964,"US2826039"
"233","US4428191",1964,"US3055178"
"234","US4428191",1964,"US3030773"
"235","US4455839",1980,"US4171612"
"236","US4455839",1980,"US4199934"
"237","US4455839",1980,"US3973390"
"238","US4455839",1980,"US4030875"
"239","US4455839",1980,"US2979899"
"240","US4455839",1980,"US3946553"
"241","US4455839",1980,"US4062182"
"242","US4455839",1980,"US3048014"
"243","US4563875",1985,"US3078672"
"244","US4563875",1985,"US3570242"
"245","US4563875",1985,"US3930368"
"246","US4563875",1985,"US3055179"
"247","US4563875",1985,"US3899881"
"248","US4563875",1985,"US2974487"
"249","US4563875",1985,"US4040251"
"250","US4563875",1985,"US2809493"
"251","US4563875",1985,"US3736746"
"252","US4563875",1985,"US3430443"
"253","US4563875",1985,"US3811278"
"254","US4563875",1985,"US3851466"
"255","US4563875",1985,"US3316714"
"256","US4563875",1985,"US3052096"
"257","US4563875",1985,"US2837893"
"258","US4563875",1985,"US3859786"
"259","US4563875",1985,"US2446059"
"260","US4563875",1985,"US3577878"
"261","US4563875",1985,"US2999359"
"262","US4563875",1985,"US3290880"
"263","US4586328",1982,"US2446059"
"264","US4586328",1982,"US3430443"
"265","US4586328",1982,"US3290880"
"266","US4586328",1982,"US3078672"
"267","US4586328",1982,"US3899881"
"268","US4586328",1982,"US3930368"
"269","US4586328",1982,"US3859786"
