"","pn","ay","out_cit"
"1","US2873576",1953,"US2464724"
"2","US2873576",1953,"US2575879"
"3","US2873576",1953,"US2563745"
"4","US2873576",1953,"US2737015"
"5","US2873576",1953,"US2625790"
"6","US2873576",1953,"US2698654"
"7","US2873576",1953,"US2411895"
"8","US2873576",1953,"US2644299"
"9","US2873576",1953,"US2623352"
"10","US2873576",1953,"US2691268"
"11","US2873576",1953,"US2458600"
"12","US2873576",1953,"US2529973"
"13","US2873576",1953,"US2694900"
"14","US2873576",1953,"US2639578"
"15","US3449914",1967,"US2672726"
"16","US3449914",1967,"US3375996"
"17","US3449914",1967,"US2503006"
"18","US3449914",1967,"US2920843"
"19","US3841091",1973,"GB1083658A"
"20","US3841091",1973,"US3659422"
"21","US3841091",1973,"DE1084980B"
"22","US3841091",1973,"US3514955"
"23","US3841091",1973,"US3107690"
"24","US3841091",1973,"US3736750"
"25","US4409788",1981,"US3458118"
"26","US4409788",1981,"US2861774"
"27","US4409788",1981,"US3861822"
"28","US4409788",1981,"US3990809"
"29","US4409788",1981,"US2955744"
"30","US4409788",1981,"US4285194"
"31","US4409788",1981,"GB1255010A"
"32","US4409788",1981,"GB2003988A"
"33","US4409788",1981,"US4175384"
"34","US4409788",1981,"GB2038421A"
"35","US4791783",1981,"GB1251312A"
"36","US4791783",1981,"GB2005356A"
"37","US4791783",1981,"GB1308400A"
"38","US4791783",1981,"US3025025"
"39","US4791783",1981,"US3777489"
"40","US4791783",1981,"US4043121"
"41","US4791783",1981,"US4075833"
"42","US4791783",1981,"GB1439988A"
"43","US4791783",1981,"US3487993"
"44","US4791783",1981,"US4010608"
"45","US4791783",1981,"DE2328460A1"
"46","US4791783",1981,"US4085583"
"47","US4791783",1981,"DE2157611A1"
"48","US4791783",1981,"US3118276"
"49","US4791783",1981,"US3377804"
"50","US4791783",1981,"US3351304"
"51","US4791783",1981,"GB1493049A"
"52","US4791783",1981,"US4222235"
"53","US4791783",1981,"US4068471"
"54","US4791783",1981,"US3678690"
"55","US4791783",1981,"GB1175376A"
"56","US4791783",1981,"US3638428"
"57","US4791783",1981,"US2803943"
"58","US4791783",1981,"US4254619"
"59","US4791783",1981,"US3108767"
"60","US5157917",1991,"US3970252"
"61","US5157917",1991,"US3915413"
"62","US5157917",1991,"US4043121"
"63","US5157917",1991,"US3765178"
"64","US5157917",1991,"US4064692"
"65","US5157917",1991,"US4926633"
"66","US5157917",1991,"US3180085"
"67","US5157917",1991,"US4214441"
"68","US5157917",1991,"US4813229"
"69","US5157917",1991,"US5020318"
"70","US5157917",1991,"US3866417"
"71","US5212945",1992,"US4285194"
"72","US5212945",1992,"US4638631"
"73","US5212945",1992,"US3118276"
"74","US5212945",1992,"US4409788"
"75","US5212945",1992,"US3439504"
"76","US5212945",1992,"FR2626044A1"
"77","US5212945",1992,"US4926633"
"78","US5212945",1992,"FR1086315A"
"79","US5212945",1992,"US4899539"
"80","US5212945",1992,"GB928996A"
"81","US5212945",1992,"GB1208520A"
"82","US5212945",1992,"GB2048387A"
"83","US5216878",1991,"US4638631"
"84","US5216878",1991,"US4052847"
"85","US5216878",1991,"GB2082259A"
"86","US5216878",1991,"US4501393"
"87","US5255510",1992,"US4216923"
"88","US5255510",1992,"CA776908A"
"89","US5255510",1992,"US3652036"
"90","US5255510",1992,"US3917198"
"91","US5255510",1992,"GB2118248A"
"92","US5255510",1992,"FR2625261A1"
"93","US5255510",1992,"FR2650861A1"
"94","US5255510",1992,"US4793134"
"95","US5255510",1992,"FR1589899A"
"96","US5255510",1992,"US3280561"
"97","US5255510",1992,"GB2230239A"
"98","US5255510",1992,"US4147028"
"99","US5255510",1992,"US5120004"
"100","US5255510",1992,"GB2064005A"
"101","US5255510",1992,"US3815357"
"102","US5255510",1992,"FR1479131A"
"103","US5259187",1993,"US4064692"
"104","US5259187",1993,"US4185457"
"105","US5259187",1993,"US3227176"
