"","pn","ay","out_cit"
"1","US2427244",1944,"GB354888A"
"2","US2427244",1944,"US2225769"
"3","US2462600",1943,"US2058479"
"4","US2462600",1943,"US2073605"
"5","US2462600",1943,"US2213940"
"6","US2487514",1943,"US2245954"
"7","US2487514",1943,"US2333053"
"8","US2487514",1943,"US1595278"
"9","US2487514",1943,"US2353929"
"10","US2487514",1943,"DE491738A"
"11","US2487514",1943,"GB340421A"
"12","US2487514",1943,"US2213940"
"13","US2487514",1943,"DE406701A"
"14","US2487514",1943,"GB290014A"
"15","US2487514",1943,"US2243467"
"16","US2489683",1943,"US2236426"
"17","US2489683",1943,"US2326072"
"18","US2489683",1943,"US1708402"
"19","US2489683",1943,"DE346599A"
"20","US2489683",1943,"US1828782"
"21","US2489683",1943,"CH215484A"
"22","US2489683",1943,"US2220420"
"23","US2489683",1943,"US2244467"
"24","US2489683",1943,"FR781057A"
"25","US2489683",1943,"US1960810"
"26","US2489683",1943,"US2149510"
"27","US2489683",1943,"CH218976A"
"28","US2489683",1943,"US2243467"
"29","US2489683",1943,"US1938688"
"30","US2489683",1943,"US2297446"
"31","US2553078",1947,"US1966104"
"32","US2553078",1947,"US2463340"
"33","US2563269",1945,"US2236426"
"34","US2563269",1945,"US2073605"
"35","US2563269",1945,"GB319622A"
"36","US2563269",1945,"DE346599A"
"37","US2563269",1945,"US1657192"
"38","US2563269",1945,"GB340421A"
"39","US2563269",1945,"FR711419A"
"40","US2563269",1945,"US2304259"
"41","US2563269",1945,"US2220420"
"42","US2563269",1945,"US1966104"
"43","US2563269",1945,"US2149510"
"44","US2563269",1945,"CH218976A"
"45","US2563269",1945,"US1960810"
"46","US2563269",1945,"GB384301A"
"47","US2563269",1945,"US2401826"
"48","US2563269",1945,"US2141401"
"49","US2563269",1945,"US2297446"
"50","US2563269",1945,"DE491738A"
"51","US2577179",1945,"US2364189"
"52","US2577179",1945,"US0983257"
"53","US2577179",1945,"US2149510"
"54","US2577179",1945,"US2447292"
"55","US2577179",1945,"US1640784"
"56","US2577179",1945,"US2296701"
"57","US2577179",1945,"US2391786"
"58","US2577179",1945,"DE347853A"
"59","US2577179",1945,"US1566861"
"60","US2577179",1945,"US2506581"
"61","US2603453",1946,"DE665762A"
"62","US2603453",1946,"US2213940"
"63","US2603453",1946,"US2407531"
"64","US2603453",1946,"US1544318"
