"","pn","ay","out_cit"
"73","US8887487",2012,"US8083472"
"74","US8887487",2012,"US4827712"
"75","US8887487",2012,"US20090080700A1"
"76","US8887487",2012,"US7832193"
"77","US8887487",2012,"US6669393"
"78","US8887487",2012,"US8191352"
"79","US8887487",2012,"US3861139"
"80","US8887487",2012,"US7926259"
"81","US8887487",2012,"US4463553"
"82","US8887487",2012,"US7694505"
"83","US8887487",2012,"US7219490"
"84","US8887487",2012,"US6378308"
"85","US8887487",2012,"US7409819"
"86","US8887487",2012,"US7721549"
"87","US8887487",2012,"US3729957"
"88","US8887487",2012,"US7765786"
"89","US8887487",2012,"US7594404"
"90","US8887487",2012,"US8091371"
"91","US8887487",2012,"US2608821"
"92","US8887487",2012,"US7882693"
"93","US8887487",2012,"US7685808"
"94","US8887487",2012,"US20090056306A1"
"95","US8887487",2012,"US6732502"
"96","US8887487",2012,"US7513103"
"97","US8887487",2012,"US8061969"
"98","US8887487",2012,"US6619030"
"99","US8950171",2011,"FR2566835A1"
"100","US8950171",2011,"DE765809A"
"101","US8950171",2011,"GB2401655A"
"102","US8950171",2011,"GB1026102A"
"103","US8950171",2011,"US20050008476A1"
"104","US8950171",2011,"EP1319896A2"
"105","US8950171",2011,"GB1287223A"
"106","US8950171",2011,"EP0475771A1"
"107","US8950171",2011,"DE767704A"
"108","US8950171",2011,"GB716263A"
"109","US8950171",2011,"GB1338499A"
"110","US8950171",2011,"GB2095755A"
"111","US8950171",2011,"GB766728A"
"112","US8950171",2011,"GB2191606A"
"113","US8950171",2011,"FR1367893A"
"114","US8950171",2011,"GB2229230A"
"115","US8950171",2011,"GB2265221A"
"116","US8950171",2011,"US20030131602A1"
"117","US8950171",2011,"GB907323A"
"118","US8950171",2011,"US20030131607A1"
"119","US8950171",2011,"DE19644543A1"
"120","US8950171",2011,"DE1301634A"
"121","US8950171",2011,"DE2361310A1"
"122","US8950171",2011,"US2221685"
"123","US8950171",2011,"US1544318"
"124","US8950171",2011,"US20040070211A1"
"125","US8950171",2011,"US20020190139A1"
"126","US8950171",2011,"DE3942042A1"
"127","US8950171",2011,"GB1466613A"
"128","US8950171",2011,"GB905136A"
"129","US8950171",2011,"DE2451059A1"
"130","US8950171",2011,"GB1503394A"
"131","US8950171",2011,"US3465526"
"132","US8950171",2011,"US20050127905A1"
"133","US8950171",2011,"GB2016597A"
"134","US8950171",2011,"GB1351000A"
"135","US8950171",2011,"GB2026102A"
"136","US8950171",2011,"US3703081"
"137","US8950171",2011,"US3705775"
"138","US8950171",2011,"US2414410"
"139","US8950171",2011,"US20040189108A1"
"140","US8950171",2011,"DE1173292A"
"141","US8950171",2011,"US20040219024A1"
"142","US8950171",2011,"US2548975"
"143","US8950171",2011,"US3404831"
"144","US8950171",2011,"US2611241"
"145","US8950171",2011,"US3932813"
"146","US8950171",2011,"GB958842A"
"147","US8950171",2011,"GB2410530A"
"148","US8950171",2011,"DE3333437A1"
"149","US8950171",2011,"US4147035"
"150","US8950171",2011,"US2801789"
"151","US8950171",2011,"GB1357016A"
"152","US8950171",2011,"US2830754"
"153","US8950171",2011,"GB785721A"
"154","US8950171",2011,"DE19519322A1"
"155","US8950171",2011,"DE19646601A1"
"156","US8950171",2011,"US2989848"
"157","US8950171",2011,"US3009630"
"158","US8950171",2011,"US3037742"
"159","US8950171",2011,"US3042349"
"160","US8950171",2011,"US20030192304A1"
"161","US8950171",2011,"JP1998184305A"
"162","US8950171",2011,"US20040025490A1"
"163","US8950171",2011,"US3216455"
"164","US8950171",2011,"US3267667"
"165","US8950171",2011,"US3269120"
"166","US8950171",2011,"US3283509"
"167","US8950171",2011,"US20030031556A1"
"168","US8950171",2011,"US3302397"
"169","US8950171",2011,"US3363419"
"170","US8950171",2011,"US4969325"
"171","US8950171",2011,"US4999994"
"172","US8950171",2011,"US3496725"
"173","US8950171",2011,"FR2599086A1"
"174","US8950171",2011,"FR1033849A"
"175","US8950171",2011,"US3684857"
"176","US8950171",2011,"US5107676"
"177","US8950171",2011,"US5157915"
"178","US8950171",2011,"US3720060"
"179","US8950171",2011,"GB1046272A"
"180","US8950171",2011,"FR2274788A1"
"181","US8950171",2011,"US3811273"
"182","US8950171",2011,"US3818695"
"183","US8950171",2011,"US3836279"
"184","US8950171",2011,"US3861822"
"185","US8950171",2011,"US5328324"
"186","US8950171",2011,"US2620554"
"187","US8950171",2011,"US20060086078A1"
"188","US8950171",2011,"US2698711"
"189","US8950171",2011,"US5501575"
"190","US8950171",2011,"US4251185"
"191","US8950171",2011,"US4251987"
"192","US8950171",2011,"US4265646"
"193","US8950171",2011,"US2499831"
"194","US8950171",2011,"US2874926"
"195","US8950171",2011,"EP0661413A1"
"196","US8950171",2011,"US4452038"
"197","US8950171",2011,"US4463553"
"198","US8950171",2011,"US4561257"
"199","US8950171",2011,"US4563875"
"200","US8950171",2011,"US3081597"
"201","US8950171",2011,"US3132842"
"202","US8950171",2011,"US3204401"
"203","US8950171",2011,"US4817382"
"204","US8950171",2011,"US4834614"
"205","US8950171",2011,"US4883404"
"206","US8950171",2011,"US4887424"
"207","US8950171",2011,"US3286461"
"208","US8950171",2011,"US4912927"
"209","US8950171",2011,"US4965994"
"210","US8950171",2011,"US6619030"
"211","US8950171",2011,"US6851264"
"212","US8950171",2011,"US5010729"
"213","US8950171",2011,"US3505819"
"214","US8950171",2011,"US3616616"
"215","US8950171",2011,"US5088742"
"216","US8950171",2011,"USR37900"
"217","US8950171",2011,"WO1999002864A1"
"218","US8950171",2011,"US5182906"
"219","US8950171",2011,"US3729957"
"220","US8950171",2011,"US3735593"
"221","US8950171",2011,"US5267397"
"222","US8950171",2011,"US5269139"
"223","US8950171",2011,"US5275536"
"224","US8950171",2011,"US5315821"
"225","US8950171",2011,"WO2006000004A2"
"226","US8950171",2011,"US3979087"
"227","US8950171",2011,"US4005575"
"228","US8950171",2011,"US4130379"
"229","US8950171",2011,"WO2006000010A1"
"230","US8950171",2011,"US5537814"
"231","US8950171",2011,"US5584660"
"232","US8950171",2011,"US5628621"
"233","US8950171",2011,"US4271674"
"234","US8950171",2011,"US4298090"
"235","US8950171",2011,"US4326682"
"236","US8950171",2011,"US6095750"
"237","US8950171",2011,"US6102361"
"238","US8950171",2011,"US6158207"
"239","US8950171",2011,"US6158210"
"240","US8950171",2011,"US4631092"
"241","US8950171",2011,"US4751816"
"242","US8950171",2011,"US4785625"
"243","US8950171",2011,"US6381948"
"244","US8950171",2011,"US6382915"
"245","US8950171",2011,"US6384494"
"246","US8950171",2011,"US6430917"
"247","US8950171",2011,"US4904160"
"248","US8950171",2011,"US6471474"
"249","US8950171",2011,"US6513334"
"250","US8950171",2011,"WO2006059985A1"
"251","US8950171",2011,"WO2006059986A1"
"252","US8950171",2011,"US6883303"
"253","US8950171",2011,"US5012640"
"254","US8950171",2011,"US5014508"
"255","US8950171",2011,"US7214157"
"256","US8950171",2011,"WO2006059991A1"
"257","US8950171",2011,"WO2006059992A1"
"258","US8950171",2011,"WO2001027534A1"
"259","US8950171",2011,"US5224339"
"260","US8950171",2011,"US5232333"
"261","US8950171",2011,"WO2004022948A1"
"262","US8950171",2011,"WO2004092567A2"
"263","US8950171",2011,"WO2006000001A1"
"264","US8950171",2011,"WO2006000002A1"
"265","US8950171",2011,"WO2006110122A2"
"266","US8950171",2011,"US5443590"
"267","US8950171",2011,"US5466198"
"268","US8950171",2011,"US5497961"
"269","US8950171",2011,"WO2007060003A1"
"270","US8950171",2011,"WO2006000011A2"
"271","US8950171",2011,"WO2006000012A1"
"272","US8950171",2011,"WO2006000013A1"
"273","US8950171",2011,"US5746391"
"274","US8950171",2011,"US5769317"
"275","US8950171",2011,"US6004095"
"276","US8950171",2011,"WO2006059969A1"
"277","US8950171",2011,"WO2006059970A2"
"278","US8950171",2011,"WO2006059971A2"
"279","US8950171",2011,"WO2006059972A1"
"280","US8950171",2011,"US6223616"
"281","US8950171",2011,"US6244539"
"282","US8950171",2011,"US6364805"
"283","US8950171",2011,"WO2006059976A1"
"284","US8950171",2011,"WO2006059977A1"
"285","US8950171",2011,"WO2006059978A1"
"286","US8950171",2011,"WO2006059979A1"
"287","US8950171",2011,"US6454535"
"288","US8950171",2011,"WO2006059981A1"
"289","US8950171",2011,"WO2006059982A1"
"290","US8950171",2011,"WO2006059999A1"
"291","US8950171",2011,"WO2006060003A2"
"292","US8950171",2011,"WO2006059987A1"
"293","US8950171",2011,"US6910854"
"294","US8950171",2011,"US7021042"
"295","US8950171",2011,"WO2006059990A1"
"296","US8950171",2011,"WO2006059975A1"
"297","US8950171",2011,"WO2007110125A1"
"298","US8950171",2011,"WO2006059993A1"
"299","US8950171",2011,"WO2002081883A2"
"300","US8950171",2011,"WO2004011788A1"
"301","US8950171",2011,"WO2006059996A1"
"302","US8950171",2011,"WO2006059997A2"
"303","US8950171",2011,"WO2006000006A2"
"304","US8950171",2011,"WO2006000009A2"
"305","US8950171",2011,"WO2006112807A2"
"306","US8950171",2011,"WO2006000005A2"
"307","US8950171",2011,"WO2006059968A1"
"308","US8950171",2011,"WO2006059973A1"
"309","US8950171",2011,"WO2006000014A1"
"310","US8950171",2011,"WO2006002497A1"
"311","US8950171",2011,"WO2006059980A2"
"312","US8950171",2011,"WO2006059995A1"
"313","US8950171",2011,"WO2006059974A1"
"314","US8950171",2011,"WO2006059994A1"
"315","US8950171",2011,"WO2006110124A2"
"316","US8950171",2011,"WO2006059988A1"
"317","US8950171",2011,"WO2006059989A1"
"318","US8950171",2011,"WO2006110123A2"
"319","US9021778",2011,"US3729957A"
"320","US9021778",2011,"US7791235B2"
"321","US9021778",2011,"US6381948B1"
"322","US9021778",2011,"US7223197B2"
"323","US9021778",2011,"GB1278570A"
"324","US9021778",2011,"US7926259B2"
"325","US9021778",2011,"US5107676A"
"326","US9021778",2011,"US7144349B2"
"327","US9021778",2011,"US7788898B2"
"328","US9021778",2011,"US4751816A"
"329","US9021778",2011,"US2009090096A1"
"330","US9021778",2011,"US4251987A"
"331","US9021778",2011,"US7882691B2"
"332","US9021778",2011,"US7363757B2"
"333","US9021778",2011,"US5010729A"
"334","US9021778",2011,"US3853432A"
"335","US9021778",2011,"US4446696A"
"336","US9021778",2011,"US7841165B2"
"337","US9021778",2011,"US6735954B2"
"338","US9021778",2011,"US7921634B2"
"339","US9021778",2011,"US4829850A"
"340","US9021778",2011,"US5102379A"
"341","US9021778",2011,"US5485717A"
"342","US9021778",2011,"WO2006059970A2"
"343","US9021778",2011,"US4947642A"
"344","US9021778",2011,"US6223616B1"
"345","US9021778",2011,"US3611834A"
"346","US9021778",2011,"US4817382A"
