"","pn","ay","out_cit"
"1","US2584899",1946,"US2472062"
"2","US2584899",1946,"FR29236E"
"3","US2584899",1946,"FR583702A"
"4","US2584899",1946,"GB243974A"
"5","US2584899",1946,"US2241782"
"6","US2584899",1946,"US1960810"
"7","US2584899",1946,"US1873743"
"8","US2584899",1946,"US1680737"
"9","US2584899",1946,"GB542197A"
"10","US2584899",1946,"US1325135"
"11","US2584899",1946,"US2445661"
"12","US3966354",1974,"US2977090"
"13","US3966354",1974,"US3146992"
"14","US3966354",1974,"US3828365"
"15","US3966354",1974,"US3583824"
"16","US3966354",1974,"US3736069"
"17","US3966354",1974,"US3575528"
"18","US4019320",1975,"US2994472"
"19","US4019320",1975,"US3295823"
"20","US4019320",1975,"US3864056"
"21","US4019320",1975,"GB695482A"
"22","US4019320",1975,"US3966354"
"23","US4019320",1975,"US3575528"
"24","US4019320",1975,"US3141651"
"25","US4019320",1975,"US3742705"
"26","US4019320",1975,"US2811833"
"27","US4019320",1975,"US3583824"
"28","US4019320",1975,"US3869222"
"29","US4023731",1975,"US3825365"
"30","US4023731",1975,"US3575528"
"31","US4023731",1975,"US3736069"
"32","US4069662",1975,"US3966354"
"33","US4069662",1975,"US3736069"
"34","US4069662",1975,"US3986720"
"35","US4069662",1975,"US3742705"
"36","US4069662",1975,"US4005946"
"37","US4069662",1975,"US3751909"
"38","US4069662",1975,"US3453825"
"39","US4069662",1975,"US3869222"
"40","US4069662",1975,"US3736751"
"41","US4069662",1975,"US3975901"
"42","US4069662",1975,"US3141651"
"43","US4069662",1975,"US2994472"
"44","US4069662",1975,"US3583824"
"45","US4069662",1975,"US3957391"
"46","US4069662",1975,"US2811833"
"47","US4069662",1975,"US3301526"
"48","US4213296",1977,"US3825365"
"49","US4213296",1977,"US3583824"
"50","US4213296",1977,"US3975901"
"51","US4213296",1977,"US3966354"
"52","US4242042",1978,"US4005946"
"53","US4242042",1978,"US3730640"
"54","US4242042",1978,"US3742705"
"55","US4242042",1978,"US4019320"
"56","US4242042",1978,"US3736069"
"57","US4242042",1978,"US4050843"
"58","US4242042",1978,"US4053254"
"59","US4242042",1978,"US3975901"
"60","US4242042",1978,"US3966354"
"61","US4257222",1979,"US3966354"
"62","US4257222",1979,"US3975901"
"63","US4257222",1979,"US3825365"
"64","US4257222",1979,"US4069662"
"65","US4307993",1980,"US3966356"
"66","US4307993",1980,"DE274476A"
"67","US4307993",1980,"CH272918A"
"68","US4307993",1980,"US3391904"
"69","US4307993",1980,"US3825365"
"70","US4329114",1979,"US4019320"
"71","US4329114",1979,"US3108767"
"72","US4329114",1979,"US4127357"
"73","US4329114",1979,"GB1491112A"
"74","US4329114",1979,"US4213296"
"75","US4329114",1979,"GB2010979A"
"76","US4329114",1979,"US3975901"
"77","US4329114",1979,"US2837270"
"78","US4329114",1979,"US3945759"
"79","US4329114",1979,"US4069662"
"80","US4329114",1979,"US2848156"
"81","US4329114",1979,"GB2025536A"
"82","US4329114",1979,"US3966354"
"83","US4337016",1979,"US3844343"
"84","US4337016",1979,"US4069662"
"85","US4337016",1979,"US3836279"
"86","US4379677",1980,"GB1330892A"
"87","US4379677",1980,"US2474258"
"88","US4379677",1980,"US4222707"
"89","US4379677",1980,"US3561884"
"90","US4379677",1980,"US3864056"
"91","US4379677",1980,"US1928504"
"92","US4379677",1980,"GB2025536A"
"93","US4379677",1980,"US4317646"
"94","US4460311",1981,"US3880435"
"95","US4460311",1981,"US3813185"
"96","US4460311",1981,"US2402841"
"97","US4460311",1981,"GB851323A"
"98","US4460311",1981,"US2144417"
"99","US4460311",1981,"US4295787"
"100","US4460311",1981,"US3502596"
"101","US4460311",1981,"US4135851"
"102","US4460311",1981,"GB851267A"
"103","US4460311",1981,"US3975165"
"104","US4460311",1981,"GB263966A"
"105","US4460311",1981,"DE1112897A"
"106","US4460311",1981,"GB0903824D0"
"107","US4460311",1981,"US3825364"
"108","US4460311",1981,"US3243158"
"109","US4460311",1981,"US4273824"
"110","US4460311",1981,"GB903824A"
"111","US4460311",1981,"US3514112"
"112","US4487016",1980,"US4279123"
"113","US4487016",1980,"US4304093"
"114","US4487016",1980,"US3039737"
"115","US4487016",1980,"US4127357"
"116","US4487016",1980,"US3966354"
"117","US4487016",1980,"US4005946"
"118","US4487016",1980,"US4023731"
"119","US4487016",1980,"US4019320"
"120","US4487016",1980,"US3921658"
"121","US4487016",1980,"US3736069"
"122","US4487016",1980,"US3575528"
"123","US4487016",1980,"US3742705"
"124","US4487016",1980,"US4173120"
"125","US4487016",1980,"US4069662"
"126","US4487016",1980,"US3975901"
"127","US4525998",1982,"US4304093"
"128","US4525998",1982,"US4101242"
"129","US4525998",1982,"US4230439"
"130","US4525998",1982,"US3304054"
"131","US4525998",1982,"US4279123"
"132","US4525998",1982,"US4213296"
"133","US4525998",1982,"US4019320"
"134","US4525998",1982,"US4069662"
"135","US4553901",1983,"US4337016"
"136","US4553901",1983,"US3443791"
"137","US4553901",1983,"US4230436"
"138","US4553901",1983,"US4363599"
"139","US4553901",1983,"US4101242"
"140","US4553901",1983,"US3656862"
"141","US4553901",1983,"US4279123"
"142","US4553901",1983,"US3966352"
"143","US4553901",1983,"US4023919"
"144","US4553901",1983,"US4217755"
"145","US4553901",1983,"US4019320"
"146","US4553901",1983,"US4314791"
"147","US4553901",1983,"US3972181"
"148","US4553901",1983,"US3807891"
"149","US4553901",1983,"US3800864"
"150","US4553901",1983,"US3742705"
"151","US4576547",1983,"US4268221"
"152","US4576547",1983,"US2848156"
"153","US4576547",1983,"US3647313"
"154","US4576547",1983,"US3844110"
"155","US4576547",1983,"US3031132"
"156","US4576547",1983,"US3742706"
"157","US4576547",1983,"US4127988"
"158","US4576547",1983,"US3945759"
"159","US4576547",1983,"US4329114"
"160","US4576547",1983,"US2837270"
"161","US4576547",1983,"US4230436"
"162","US4668163",1985,"US4060250"
"163","US4668163",1985,"US4526226"
"164","US4668163",1985,"FR2437544A1"
"165","US4668163",1985,"US4527385"
"166","US4668163",1985,"US4513975"
"167","US4668163",1985,"FR2025869A1"
"168","US4668163",1985,"US4320903"
"169","US4668163",1985,"DE1961321A1"
"170","US4668163",1985,"US3018085"
"171","US4668163",1985,"US4103899"
"172","US4668163",1985,"US4573865"
